Date,Adj Close_^TWII,Close_^TWII,High_^TWII,Low_^TWII,Open_^TWII,Volume_^TWII
2022-04-11,17048.369140625,17048.369140625,17316.349609375,17046.669921875,17273.05078125,4584600
2022-04-12,16990.91015625,16990.91015625,17100.849609375,16905.130859375,17005.83984375,4100800
2022-04-13,17301.650390625,17301.650390625,17333.2109375,17080.400390625,17080.400390625,4058700
2022-04-14,17245.650390625,17245.650390625,17374.140625,17245.650390625,17353.25,4429600
2022-04-15,17004.1796875,17004.1796875,17141.330078125,17004.1796875,17139.33984375,4078400
2022-04-18,16898.869140625,16898.869140625,16999.359375,16845.509765625,16958.66015625,4020900
2022-04-19,16993.400390625,16993.400390625,17106.259765625,16926.33984375,16926.33984375,3514900
2022-04-20,17148.880859375,17148.880859375,17148.880859375,16983.55078125,17057.130859375,4801300
2022-04-21,17127.94921875,17127.94921875,17213.66015625,17106.369140625,17159.880859375,3952000
2022-04-22,17025.08984375,17025.08984375,17088.759765625,16923.869140625,17088.759765625,4322500
2022-04-25,16620.900390625,16620.900390625,16912.30078125,16579.890625,16912.30078125,4528800
2022-04-26,16644.7890625,16644.7890625,16729.470703125,16582.109375,16677.83984375,3941900
2022-04-27,16303.349609375,16303.349609375,16427.3203125,16219.41015625,16427.3203125,4261400
2022-04-28,16419.380859375,16419.380859375,16455.5703125,16256.8798828125,16350.7197265625,3635500
2022-04-29,16592.1796875,16592.1796875,16663.66015625,16521.939453125,16599.83984375,3416300
2022-05-03,16498.900390625,16498.900390625,16604.869140625,16465.990234375,16593.2109375,2457700
2022-05-04,16565.830078125,16565.830078125,16617.060546875,16514.30078125,16531.369140625,2630000
2022-05-05,16696.119140625,16696.119140625,16783.779296875,16650.810546875,16689.98046875,3215900
2022-05-06,16408.19921875,16408.19921875,16491.109375,16312.169921875,16491.109375,3186200
2022-05-09,16048.919921875,16048.919921875,16345.83984375,16048.919921875,16345.83984375,3742000
2022-05-10,16061.7001953125,16061.7001953125,16071.5,15734.4404296875,15891.400390625,3489400
2022-05-11,16006.25,16006.25,16081.150390625,15953.26953125,16053.75,2938300
2022-05-12,15616.6796875,15616.6796875,15943.6201171875,15616.6796875,15943.6201171875,4040900
2022-05-13,15832.5400390625,15832.5400390625,15860.6904296875,15687.150390625,15687.150390625,3216400
2022-05-16,15901.0400390625,15901.0400390625,16032.849609375,15847.4599609375,15943.6904296875,3298100
2022-05-17,16056.08984375,16056.08984375,16085.849609375,15915.9296875,15915.9296875,2799500
2022-05-18,16296.8603515625,16296.8603515625,16316.580078125,16172.7998046875,16174.7802734375,3405600
2022-05-19,16020.3203125,16020.3203125,16111.490234375,15892.73046875,16111.490234375,3423100
2022-05-20,16144.849609375,16144.849609375,16181.66015625,16058.2001953125,16061.919921875,2836000
2022-05-23,16156.41015625,16156.41015625,16249.4501953125,16125.4501953125,16193.919921875,3295600
2022-05-24,15963.6298828125,15963.6298828125,16219.7998046875,15963.6298828125,16166.5703125,2961400
2022-05-25,16104.0302734375,16104.0302734375,16169.1796875,15980.900390625,15987.740234375,3107300
2022-05-26,15968.830078125,15968.830078125,16179.009765625,15949.6103515625,16128.2099609375,3062100
2022-05-27,16266.2197265625,16266.2197265625,16266.2197265625,16075.91015625,16075.91015625,2951400
2022-05-30,16610.619140625,16610.619140625,16610.619140625,16368.9296875,16368.9296875,3342400
2022-05-31,16807.76953125,16807.76953125,16807.76953125,16493.0703125,16561.6796875,5523600
2022-06-01,16675.08984375,16675.08984375,16811.0390625,16649.91015625,16718.91015625,3097600
2022-06-02,16552.5703125,16552.5703125,16617.259765625,16540.55078125,16605.4609375,2638200
2022-06-06,16605.9609375,16605.9609375,16654.119140625,16509.009765625,16570.890625,2873700
2022-06-07,16512.880859375,16512.880859375,16593.75,16465.869140625,16593.75,2437900
2022-06-08,16670.509765625,16670.509765625,16702.990234375,16538.669921875,16538.669921875,2409700
2022-06-09,16621.33984375,16621.33984375,16643.94921875,16557.5390625,16643.94921875,2366400
2022-06-10,16460.119140625,16460.119140625,16581.810546875,16403.330078125,16581.810546875,2373300
2022-06-13,16070.98046875,16070.98046875,16295.0703125,16055.8896484375,16295.0703125,3106700
2022-06-14,16047.3701171875,16047.3701171875,16067.7998046875,15869.0595703125,15975.169921875,3086200
2022-06-15,15999.25,15999.25,16106.75,15981.5595703125,16025.83984375,2967000
2022-06-16,15838.6103515625,15838.6103515625,16209.25,15838.2900390625,16098.2900390625,3636900
2022-06-17,15641.259765625,15641.259765625,15794.16015625,15573.3798828125,15794.16015625,4373500
2022-06-20,15367.580078125,15367.580078125,15667.6796875,15367.580078125,15649.2001953125,3998700
2022-06-21,15728.6396484375,15728.6396484375,15728.6396484375,15427.330078125,15427.330078125,3553500
2022-06-22,15347.75,15347.75,15687.4599609375,15346.9501953125,15687.4599609375,3950300
2022-06-23,15176.4404296875,15176.4404296875,15380.2802734375,15102.400390625,15305.509765625,3916600
2022-06-24,15303.3203125,15303.3203125,15424.3701171875,15232.33984375,15232.33984375,3081400
2022-06-27,15548.009765625,15548.009765625,15656.349609375,15409.080078125,15409.080078125,3120800
2022-06-28,15439.919921875,15439.919921875,15533.33984375,15375.650390625,15519.5595703125,3094700
2022-06-29,15240.1298828125,15240.1298828125,15365.5400390625,15218.0703125,15365.5400390625,3239700
2022-06-30,14825.73046875,14825.73046875,15147.76953125,14825.73046875,15146.919921875,3673000
2022-07-01,14343.080078125,14343.080078125,14812.1298828125,14336.0302734375,14812.1298828125,4290300
2022-07-04,14217.0595703125,14217.0595703125,14412.4697265625,14167.099609375,14237.830078125,3244400
2022-07-05,14349.2001953125,14349.2001953125,14488.7998046875,14100.8896484375,14345.5400390625,3468200
2022-07-06,13985.509765625,13985.509765625,14319.3203125,13985.509765625,14289.669921875,3688700
2022-07-07,14336.26953125,14336.26953125,14355.150390625,13951.8095703125,14052.1796875,3460100
2022-07-08,14464.5302734375,14464.5302734375,14552.419921875,14373.83984375,14462.5,3508600
2022-07-11,14340.5302734375,14340.5302734375,14525.0302734375,14313.9404296875,14478.3095703125,2620100
2022-07-12,13950.6201171875,13950.6201171875,14235.6298828125,13928.66015625,14235.6298828125,3120000
2022-07-13,14324.6796875,14324.6796875,14403.509765625,14194.9404296875,14194.9404296875,3342700
2022-07-14,14438.51953125,14438.51953125,14450.4697265625,14159.3896484375,14252.01953125,2947600
2022-07-15,14550.6201171875,14550.6201171875,14579.73046875,14378.330078125,14483.9599609375,3025600
2022-07-18,14719.6396484375,14719.6396484375,14719.6396484375,14589.099609375,14589.099609375,3117300
2022-07-19,14694.080078125,14694.080078125,14720.1298828125,14598.990234375,14638.4501953125,2964100
2022-07-20,14733.2197265625,14733.2197265625,14906.9501953125,14694.2001953125,14810.400390625,3539900
2022-07-21,14937.7001953125,14937.7001953125,14937.7001953125,14716.01953125,14744.169921875,3418100
2022-07-22,14949.3603515625,14949.3603515625,14996.240234375,14902.3203125,14953.26953125,3674900
2022-07-25,14936.330078125,14936.330078125,14968.23046875,14851.3701171875,14902.25,2629600
2022-07-26,14806.7802734375,14806.7802734375,14912.41015625,14750.7099609375,14912.41015625,2617400
2022-07-27,14921.58984375,14921.58984375,14921.58984375,14717.01953125,14791.7099609375,2569700
2022-07-28,14891.900390625,14891.900390625,15031.990234375,14849.9404296875,14978.9501953125,2911200
2022-07-29,15000.0703125,15000.0703125,15035.26953125,14929.490234375,14950.1796875,3117200
2022-08-01,14981.6904296875,14981.6904296875,14994.3603515625,14886.8095703125,14982.26953125,2658300
2022-08-02,14747.23046875,14747.23046875,14860.9404296875,14663.4599609375,14860.9404296875,3161000
2022-08-03,14777.01953125,14777.01953125,14777.01953125,14673.349609375,14757.509765625,2649100
2022-08-04,14702.2001953125,14702.2001953125,14766.5703125,14545.6904296875,14741.4697265625,2766400
2022-08-05,15036.0400390625,15036.0400390625,15041.41015625,14802.33984375,14802.33984375,2749400
2022-08-08,15020.41015625,15020.41015625,15034.8701171875,14908.169921875,14972.2099609375,2558700
2022-08-09,15050.2802734375,15050.2802734375,15077.6298828125,14905.23046875,14965.1201171875,2854300
2022-08-10,14939.01953125,14939.01953125,14982.330078125,14890.5498046875,14940.759765625,2863700
2022-08-11,15197.849609375,15197.849609375,15204.7900390625,15087.58984375,15087.58984375,3417400
2022-08-12,15288.9697265625,15288.9697265625,15298.419921875,15198.9296875,15203.91015625,2921300
2022-08-15,15417.349609375,15417.349609375,15437.23046875,15315.1201171875,15332.919921875,3136600
2022-08-16,15420.5703125,15420.5703125,15451.830078125,15392.490234375,15435.0400390625,3045100
2022-08-17,15465.4501953125,15465.4501953125,15475.8896484375,15390.83984375,15423.4404296875,3108600
2022-08-18,15396.759765625,15396.759765625,15396.759765625,15311.2197265625,15384.73046875,2635800
2022-08-19,15408.7802734375,15408.7802734375,15458.4501953125,15346.259765625,15394.3603515625,3252400
2022-08-22,15245.1396484375,15245.1396484375,15375.2001953125,15229.3603515625,15375.2001953125,2782000
2022-08-23,15095.8896484375,15095.8896484375,15225.169921875,15086.4296875,15225.169921875,2405400
2022-08-24,15069.1904296875,15069.1904296875,15183.9599609375,15053.51953125,15112.150390625,2665500
2022-08-25,15200.0400390625,15200.0400390625,15244.0595703125,15105.3095703125,15105.3095703125,2502900
2022-08-26,15278.4404296875,15278.4404296875,15337.25,15221.5,15221.5,3192200
2022-08-29,14926.1904296875,14926.1904296875,15197.1904296875,14843.7197265625,15197.1904296875,2973800
2022-08-30,14953.6298828125,14953.6298828125,15027.5,14911.9697265625,14919.669921875,2729600
2022-08-31,15095.4404296875,15095.4404296875,15095.4404296875,14874.330078125,14912.1201171875,3006200
2022-09-01,14801.8603515625,14801.8603515625,14981.0,14773.1904296875,14981.0,3009700
2022-09-02,14673.0400390625,14673.0400390625,14817.400390625,14673.0400390625,14790.2802734375,3003400
2022-09-05,14661.099609375,14661.099609375,14753.0302734375,14632.7900390625,14670.1796875,2643200
2022-09-06,14677.2001953125,14677.2001953125,14789.3095703125,14623.2197265625,14705.16015625,2642400
2022-09-07,14410.0498046875,14410.0498046875,14557.8603515625,14397.1201171875,14557.8603515625,2439500
2022-09-08,14583.419921875,14583.419921875,14583.419921875,14447.08984375,14447.08984375,2349200
2022-09-12,14807.4296875,14807.4296875,14856.23046875,14711.33984375,14711.33984375,2620300
2022-09-13,14894.41015625,14894.41015625,14949.5595703125,14856.98046875,14895.8701171875,2535400
2022-09-14,14658.3095703125,14658.3095703125,14699.7802734375,14522.7001953125,14695.1904296875,2515900
2022-09-15,14670.0400390625,14670.0400390625,14750.2802734375,14624.5498046875,14647.0,2703700
2022-09-16,14561.759765625,14561.759765625,14602.16015625,14521.650390625,14602.16015625,3637300
2022-09-19,14425.6796875,14425.6796875,14585.0595703125,14424.330078125,14567.26953125,2314800
2022-09-20,14549.2998046875,14549.2998046875,14558.7197265625,14461.3896484375,14474.9501953125,2436500
2022-09-21,14424.51953125,14424.51953125,14525.4599609375,14384.1103515625,14517.33984375,2716200
2022-09-22,14284.6298828125,14284.6298828125,14325.669921875,14151.7998046875,14325.669921875,3106100
2022-09-23,14118.3798828125,14118.3798828125,14277.5302734375,14109.7099609375,14231.0302734375,2584800
2022-09-26,13778.1904296875,13778.1904296875,13993.419921875,13743.1904296875,13993.419921875,3149000
2022-09-27,13826.58984375,13826.58984375,13862.83984375,13732.3203125,13812.990234375,2722800
2022-09-28,13466.0703125,13466.0703125,13854.08984375,13466.0703125,13816.7001953125,3481100
2022-09-29,13534.259765625,13534.259765625,13651.2900390625,13462.5703125,13550.7001953125,2992600
2022-09-30,13424.580078125,13424.580078125,13466.8203125,13274.7197265625,13409.650390625,2822000
2022-10-03,13300.48046875,13300.48046875,13440.23046875,13273.48046875,13359.259765625,2183300
2022-10-04,13576.51953125,13576.51953125,13586.9599609375,13447.3603515625,13447.3603515625,2392400
2022-10-05,13801.4296875,13801.4296875,13902.01953125,13727.2998046875,13727.2998046875,2785100
2022-10-06,13892.0498046875,13892.0498046875,13899.23046875,13814.330078125,13865.4501953125,2151900
2022-10-07,13702.2802734375,13702.2802734375,13847.51953125,13684.2099609375,13847.51953125,1873700
2022-10-11,13106.0302734375,13106.0302734375,13394.1201171875,13106.0302734375,13394.1201171875,2847100
2022-10-12,13081.240234375,13081.240234375,13130.73046875,12991.58984375,13076.91015625,2438200
2022-10-13,12810.73046875,12810.73046875,13111.3896484375,12809.4296875,13108.400390625,3440400
2022-10-14,13128.1201171875,13128.1201171875,13221.8701171875,13023.7099609375,13023.7099609375,2967500
2022-10-17,12966.0498046875,12966.0498046875,12988.830078125,12814.8203125,12988.830078125,3036700
2022-10-18,13124.6796875,13124.6796875,13143.150390625,12978.1298828125,13075.0498046875,2610300
2022-10-19,12976.759765625,12976.759765625,13155.6201171875,12976.759765625,13096.349609375,2470600
2022-10-20,12946.099609375,12946.099609375,12946.099609375,12698.91015625,12912.9296875,3533700
2022-10-21,12819.2001953125,12819.2001953125,12954.01953125,12813.599609375,12931.2001953125,2220400
2022-10-24,12856.98046875,12856.98046875,13027.83984375,12856.76953125,12913.580078125,2281500
2022-10-25,12666.1201171875,12666.1201171875,12843.3095703125,12629.48046875,12830.2900390625,2289400
2022-10-26,12729.0498046875,12729.0498046875,12791.9697265625,12635.51953125,12666.419921875,2218400
2022-10-27,12926.3701171875,12926.3701171875,12954.3203125,12807.6904296875,12807.6904296875,2373300
2022-10-28,12788.419921875,12788.419921875,12891.3798828125,12723.98046875,12874.830078125,2112200
2022-10-31,12949.75,12949.75,12977.6103515625,12826.33984375,12862.3701171875,2003500
2022-11-01,13037.2099609375,13037.2099609375,13062.900390625,12907.6103515625,12933.1201171875,2030700
2022-11-02,13100.169921875,13100.169921875,13100.169921875,13014.0400390625,13033.150390625,2032900
2022-11-03,12986.599609375,12986.599609375,12991.3701171875,12905.349609375,12985.5498046875,2009100
2022-11-04,13026.7099609375,13026.7099609375,13029.9404296875,12868.25,12941.7802734375,2354400
2022-11-07,13223.73046875,13223.73046875,13246.58984375,13103.349609375,13109.349609375,2750000
2022-11-08,13347.759765625,13347.759765625,13389.25,13274.91015625,13274.91015625,3009500
2022-11-09,13638.8095703125,13638.8095703125,13638.8095703125,13410.1904296875,13410.1904296875,2981300
2022-11-10,13503.759765625,13503.759765625,13559.400390625,13463.849609375,13556.509765625,2335900
2022-11-11,14007.5595703125,14007.5595703125,14045.509765625,13878.9501953125,13878.9501953125,3988800
2022-11-14,14174.900390625,14174.900390625,14217.2998046875,14076.9404296875,14080.91015625,3396800
2022-11-15,14546.3095703125,14546.3095703125,14568.509765625,14278.5302734375,14325.490234375,3441500
2022-11-16,14537.349609375,14537.349609375,14657.66015625,14481.0595703125,14637.849609375,3356100
2022-11-17,14535.23046875,14535.23046875,14545.8896484375,14383.5498046875,14489.41015625,2707100
2022-11-18,14504.990234375,14504.990234375,14669.98046875,14470.48046875,14584.3095703125,2787500
2022-11-21,14449.3896484375,14449.3896484375,14530.759765625,14421.650390625,14514.7099609375,2186300
2022-11-22,14542.2001953125,14542.2001953125,14542.7900390625,14371.08984375,14404.080078125,2281400
2022-11-23,14608.5400390625,14608.5400390625,14647.98046875,14573.41015625,14595.5,2345700
2022-11-24,14784.0,14784.0,14784.0,14649.7998046875,14649.7998046875,2615600
2022-11-25,14778.509765625,14778.509765625,14835.66015625,14756.009765625,14764.9404296875,2808900
2022-11-28,14556.8701171875,14556.8701171875,14638.1904296875,14503.1201171875,14636.900390625,2567800
2022-11-29,14709.6396484375,14709.6396484375,14716.580078125,14449.0498046875,14503.7900390625,3143000
2022-11-30,14879.5498046875,14879.5498046875,14879.5498046875,14678.23046875,14678.23046875,4457700
2022-12-01,15012.7998046875,15012.7998046875,15152.3798828125,14998.0302734375,15059.919921875,3771700
2022-12-02,14970.6796875,14970.6796875,15021.73046875,14921.0595703125,14933.2001953125,2999500
2022-12-05,14980.740234375,14980.740234375,15088.0595703125,14969.9697265625,14972.169921875,3216700
2022-12-06,14728.8798828125,14728.8798828125,14957.8203125,14728.8798828125,14955.2900390625,3221700
2022-12-07,14630.009765625,14630.009765625,14823.150390625,14630.009765625,14708.080078125,3266900
2022-12-08,14553.0400390625,14553.0400390625,14634.16015625,14464.2001953125,14631.2099609375,2428500
2022-12-09,14705.4296875,14705.4296875,14742.7900390625,14620.26953125,14620.26953125,2543200
2022-12-12,14612.58984375,14612.58984375,14658.4599609375,14538.66015625,14658.4599609375,2221600
2022-12-13,14522.9599609375,14522.9599609375,14658.7001953125,14515.740234375,14617.8603515625,2730600
2022-12-14,14739.3603515625,14739.3603515625,14739.3603515625,14557.5595703125,14557.5595703125,2640200
2022-12-15,14734.1298828125,14734.1298828125,14756.3798828125,14649.5400390625,14692.919921875,2570800
2022-12-16,14528.5498046875,14528.5498046875,14568.3095703125,14447.76953125,14554.2099609375,4451200
2022-12-19,14433.3203125,14433.3203125,14493.7197265625,14411.8095703125,14478.4501953125,3207500
2022-12-20,14170.0302734375,14170.0302734375,14451.91015625,14157.990234375,14410.75,3679200
2022-12-21,14234.400390625,14234.400390625,14291.98046875,14197.8603515625,14205.0595703125,3230800
2022-12-22,14442.9404296875,14442.9404296875,14442.9404296875,14323.0400390625,14323.0400390625,3258800
2022-12-23,14271.6298828125,14271.6298828125,14318.1201171875,14192.98046875,14318.1201171875,1979800
2022-12-26,14285.1298828125,14285.1298828125,14301.1103515625,14253.2001953125,14271.2001953125,1574600
2022-12-27,14328.4296875,14328.4296875,14410.240234375,14310.1904296875,14310.1904296875,1821100
2022-12-28,14173.099609375,14173.099609375,14249.830078125,14119.2998046875,14249.830078125,1958900
2022-12-29,14085.01953125,14085.01953125,14120.5703125,13981.6298828125,14097.509765625,1839200
2022-12-30,14137.6904296875,14137.6904296875,14248.900390625,14137.6904296875,14183.51953125,1748100
2023-01-03,14224.1201171875,14224.1201171875,14237.9404296875,14001.9697265625,14108.16015625,1816400
2023-01-04,14199.1298828125,14199.1298828125,14257.4501953125,14177.9697265625,14186.9501953125,2073800
2023-01-05,14301.0498046875,14301.0498046875,14357.599609375,14270.9296875,14285.1201171875,2086500
2023-01-06,14373.33984375,14373.33984375,14384.919921875,14278.51953125,14278.51953125,1741200
2023-01-09,14752.2099609375,14752.2099609375,14752.2099609375,14504.4697265625,14504.4697265625,2581100
2023-01-10,14802.9599609375,14802.9599609375,14816.1298828125,14728.5595703125,14796.26953125,2069800
2023-01-11,14751.4404296875,14751.4404296875,14842.740234375,14734.4404296875,14822.8603515625,1986800
2023-01-12,14731.6396484375,14731.6396484375,14813.3095703125,14700.73046875,14780.580078125,1812900
2023-01-13,14824.1298828125,14824.1298828125,14962.3095703125,14822.150390625,14923.0498046875,1786500
2023-01-16,14927.009765625,14927.009765625,14960.919921875,14895.259765625,14895.259765625,1611600
2023-01-17,14932.9296875,14932.9296875,14945.23046875,14884.7802734375,14922.33984375,1772600
2023-01-30,15493.8203125,15493.8203125,15493.8203125,15291.5302734375,15291.5302734375,3697500
2023-01-31,15265.2001953125,15265.2001953125,15441.98046875,15265.2001953125,15419.2099609375,3357200
2023-02-01,15420.1298828125,15420.1298828125,15420.1298828125,15291.6796875,15346.349609375,3009800
2023-02-02,15595.16015625,15595.16015625,15602.08984375,15496.51953125,15508.830078125,3248500
2023-02-03,15602.66015625,15602.66015625,15617.73046875,15504.0302734375,15591.9501953125,2647300
2023-02-06,15392.8203125,15392.8203125,15514.7998046875,15392.8203125,15514.7998046875,2320600
2023-02-07,15400.91015625,15400.91015625,15462.099609375,15363.650390625,15376.1201171875,2251800
2023-02-08,15618.169921875,15618.169921875,15631.2197265625,15520.0498046875,15538.7099609375,2514500
2023-02-09,15598.7099609375,15598.7099609375,15617.33984375,15553.83984375,15590.0,2236100
2023-02-10,15586.650390625,15586.650390625,15628.2998046875,15546.1103515625,15627.330078125,2483000
2023-02-13,15544.2802734375,15544.2802734375,15569.990234375,15465.5595703125,15564.759765625,2184300
2023-02-14,15654.48046875,15654.48046875,15669.6298828125,15584.740234375,15584.740234375,2077800
2023-02-15,15432.8896484375,15432.8896484375,15553.6796875,15388.849609375,15497.669921875,2438100
2023-02-16,15550.5,15550.5,15585.48046875,15474.4599609375,15474.4599609375,2883000
2023-02-17,15479.7001953125,15479.7001953125,15503.75,15418.4296875,15503.75,2528300
2023-02-20,15551.23046875,15551.23046875,15575.3203125,15436.66015625,15452.009765625,2994900
2023-02-21,15563.0,15563.0,15567.740234375,15496.73046875,15535.6396484375,2997300
2023-02-22,15418.76953125,15418.76953125,15541.169921875,15345.9296875,15541.169921875,2881300
2023-02-23,15615.41015625,15615.41015625,15657.6298828125,15463.4599609375,15463.4599609375,3012200
2023-02-24,15503.7900390625,15503.7900390625,15717.9599609375,15503.7900390625,15669.8798828125,2717600
2023-03-01,15598.490234375,15598.490234375,15617.0302734375,15387.3798828125,15435.3798828125,3062600
2023-03-02,15598.7197265625,15598.7197265625,15618.0595703125,15492.3701171875,15580.2802734375,2664900
2023-03-03,15608.419921875,15608.419921875,15713.419921875,15606.849609375,15621.3603515625,3025100
2023-03-06,15763.509765625,15763.509765625,15818.8798828125,15675.2802734375,15675.2802734375,3095600
2023-03-07,15857.8896484375,15857.8896484375,15879.16015625,15749.0400390625,15763.8701171875,2944000
2023-03-08,15818.2001953125,15818.2001953125,15821.490234375,15740.98046875,15819.1796875,3091600
2023-03-09,15770.66015625,15770.66015625,15878.75,15770.66015625,15827.98046875,3556200
2023-03-10,15526.2001953125,15526.2001953125,15729.2900390625,15488.7099609375,15729.2900390625,3932200
2023-03-13,15560.490234375,15560.490234375,15571.169921875,15349.669921875,15514.0302734375,3141600
2023-03-14,15360.419921875,15360.419921875,15517.740234375,15348.1201171875,15517.740234375,3097800
2023-03-15,15387.58984375,15387.58984375,15526.73046875,15387.58984375,15425.990234375,2998000
2023-03-16,15221.1201171875,15221.1201171875,15334.25,15186.740234375,15334.25,3443900
2023-03-17,15452.9599609375,15452.9599609375,15452.9599609375,15337.9697265625,15337.9697265625,3434700
2023-03-20,15419.9697265625,15419.9697265625,15488.98046875,15399.0703125,15454.75,2433600
2023-03-21,15513.4501953125,15513.4501953125,15547.9697265625,15437.9501953125,15437.9501953125,2773500
2023-03-22,15760.4599609375,15760.4599609375,15760.4599609375,15535.169921875,15535.169921875,2773200
2023-03-23,15863.9501953125,15863.9501953125,15882.75,15680.83984375,15711.599609375,2652800
2023-03-24,15914.7001953125,15914.7001953125,15921.9697265625,15845.990234375,15869.83984375,2914300
2023-03-27,15830.3095703125,15830.3095703125,15902.0595703125,15821.6298828125,15873.669921875,2706800
2023-03-28,15701.48046875,15701.48046875,15846.5400390625,15685.58984375,15790.7001953125,2545400
2023-03-29,15769.759765625,15769.759765625,15811.2001953125,15681.099609375,15766.2900390625,2376300
2023-03-30,15849.4296875,15849.4296875,15885.2099609375,15791.75,15824.650390625,2266900
2023-03-31,15868.0595703125,15868.0595703125,15951.7998046875,15857.1904296875,15874.1904296875,2440300
2023-04-06,15810.76953125,15810.76953125,15838.0703125,15733.2900390625,15838.0703125,2513500
2023-04-07,15836.5,15836.5,15877.990234375,15811.1904296875,15856.1904296875,2199900
2023-04-10,15876.169921875,15876.169921875,15919.759765625,15850.9404296875,15850.9404296875,2220400
2023-04-11,15913.8798828125,15913.8798828125,15945.6298828125,15838.099609375,15886.4599609375,2744200
2023-04-12,15932.9697265625,15932.9697265625,15944.3203125,15867.01953125,15914.150390625,3138100
2023-04-13,15804.759765625,15804.759765625,15913.2001953125,15800.419921875,15888.6298828125,3825100
2023-04-14,15929.4296875,15929.4296875,15973.8203125,15854.25,15854.25,3492400
2023-04-17,15963.5498046875,15963.5498046875,15963.5498046875,15894.76953125,15934.6396484375,3396900
2023-04-18,15869.4404296875,15869.4404296875,15967.8896484375,15851.7099609375,15967.8896484375,3344600
2023-04-19,15770.4697265625,15770.4697265625,15915.3896484375,15756.75,15874.650390625,3554800
2023-04-20,15707.51953125,15707.51953125,15804.3798828125,15686.5400390625,15771.4501953125,3170900
2023-04-21,15602.990234375,15602.990234375,15802.9296875,15592.9599609375,15776.5400390625,3512500
2023-04-24,15626.8701171875,15626.8701171875,15643.8603515625,15529.3896484375,15555.099609375,2474500
2023-04-25,15370.73046875,15370.73046875,15639.490234375,15353.2197265625,15606.830078125,3449300
2023-04-26,15374.6298828125,15374.6298828125,15398.400390625,15284.4599609375,15352.0302734375,2745800
2023-04-27,15411.490234375,15411.490234375,15455.8798828125,15306.6904296875,15374.3896484375,2616700
2023-04-28,15579.1796875,15579.1796875,15580.6298828125,15477.33984375,15477.33984375,2999300
2023-05-02,15636.48046875,15636.48046875,15651.23046875,15532.6298828125,15588.6796875,2915700
2023-05-03,15553.41015625,15553.41015625,15629.509765625,15530.7900390625,15629.509765625,2511600
2023-05-04,15609.0302734375,15609.0302734375,15622.41015625,15523.5,15548.01953125,2461600
2023-05-05,15626.0703125,15626.0703125,15673.6201171875,15578.669921875,15627.9296875,2294100
2023-05-08,15699.5703125,15699.5703125,15757.7998046875,15648.5400390625,15648.5400390625,2829600
2023-05-09,15727.7001953125,15727.7001953125,15744.26953125,15635.900390625,15702.259765625,2864700
2023-05-10,15641.759765625,15641.759765625,15711.3896484375,15579.490234375,15708.48046875,2366700
2023-05-11,15514.6396484375,15514.6396484375,15675.3701171875,15501.580078125,15666.490234375,2769100
2023-05-12,15502.3603515625,15502.3603515625,15545.990234375,15424.419921875,15477.1201171875,2711900
2023-05-15,15475.0498046875,15475.0498046875,15510.08984375,15434.51953125,15489.1796875,2444700
2023-05-16,15673.900390625,15673.900390625,15723.9501953125,15550.5703125,15550.5703125,2617800
2023-05-17,15925.2900390625,15925.2900390625,15961.9697265625,15698.6298828125,15702.740234375,3099200
2023-05-18,16101.8798828125,16101.8798828125,16128.7197265625,16015.6201171875,16060.259765625,3379800
2023-05-19,16174.919921875,16174.919921875,16189.8095703125,16099.900390625,16146.2900390625,3955600
2023-05-22,16180.8896484375,16180.8896484375,16202.919921875,16131.5498046875,16168.740234375,3311200
2023-05-23,16188.0302734375,16188.0302734375,16239.5,16121.4501953125,16186.150390625,3041900
2023-05-24,16159.3203125,16159.3203125,16186.6201171875,16070.16015625,16186.6201171875,2938400
2023-05-25,16292.0,16292.0,16323.76953125,16163.9501953125,16163.9501953125,3551900
2023-05-26,16505.05078125,16505.05078125,16537.7890625,16457.740234375,16509.140625,3981600
2023-05-29,16636.30078125,16636.30078125,16683.759765625,16597.380859375,16610.859375,3879200
2023-05-30,16622.740234375,16622.740234375,16681.189453125,16579.130859375,16648.76953125,3645500
2023-05-31,16578.9609375,16578.9609375,16636.650390625,16491.900390625,16593.529296875,5023700
2023-06-01,16512.650390625,16512.650390625,16555.5,16477.4296875,16511.0,3888600
2023-06-02,16706.91015625,16706.91015625,16752.19921875,16525.0,16525.0,4585600
2023-06-05,16714.4296875,16714.4296875,16781.189453125,16703.599609375,16714.48046875,4575100
2023-06-06,16761.66015625,16761.66015625,16793.810546875,16699.830078125,16712.98046875,3861900
2023-06-07,16922.48046875,16922.48046875,16922.48046875,16771.759765625,16771.759765625,3721800
2023-06-08,16733.689453125,16733.689453125,16899.509765625,16694.2109375,16864.1796875,3859300
2023-06-09,16886.400390625,16886.400390625,16895.990234375,16775.919921875,16775.919921875,3598000
2023-06-12,16955.369140625,16955.369140625,16999.720703125,16899.490234375,16899.490234375,3731500
2023-06-13,17216.599609375,17216.599609375,17254.9609375,17129.23046875,17135.83984375,3764800
2023-06-14,17238.140625,17238.140625,17259.23046875,17182.1796875,17190.69921875,4290400
2023-06-15,17334.98046875,17334.98046875,17346.3203125,17259.369140625,17259.369140625,4893200
2023-06-16,17288.91015625,17288.91015625,17342.859375,17250.7890625,17342.859375,6203100
2023-06-19,17274.560546875,17274.560546875,17306.810546875,17210.869140625,17274.0703125,4654400
