strategy_control,max_cash_weight_config,total_return,annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,avg_cash_weight,median_cash_weight,pct_days_at_cash_cap,avg_equity_exposure,total_turnover,total_transaction_cost
AURORA cash cap 20%,0.2,0.48555740761120214,0.36705903220342706,0.19707820442039783,1.685898814714093,2.176414159148311,-0.2249700042749897,1.6315909909249784,0.19105589968345962,0.2,0.9216300940438872,0.8089441003165402,1.3725265995509723,0.0013725265995509725
AURORA cash cap 40%,0.4,0.35947397189225816,0.2745557242979533,0.14957139390189544,1.6973690884641794,2.215429043629174,-0.17215826229821374,1.5947868004288168,0.375381918492237,0.4,0.9216300940438872,0.624618081507763,1.4952807711907268,0.0014952807711907268
AURORA cash cap 60%,0.6,0.24322825817849147,0.18766026205292263,0.10372989778390321,1.7102868173400005,2.277956251675714,-0.11678757250401262,1.6068512944429507,0.5565016323024807,0.6,0.8746081504702194,0.4434983676975192,1.617999400856427,0.0016179994008564272
AURORA cash cap 80%,0.8,0.1288354408161898,0.10046580607397426,0.06510488468022756,1.5031437383664672,2.014131305135584,-0.06871189042244674,1.4621313058962817,0.721779074207479,0.8,0.6865203761755486,0.2782209257925209,1.7848034922146314,0.0017848034922146312
