lambda,calibration_avg_cash,dynamic_calibration_avg_cash,cash_match_abs_error,calibration_total_return,calibration_sharpe,calibration_sortino,calibration_max_drawdown
21.0,0.5999999999999999,0.5999999999999999,0.0,0.1329703346789759,1.6910918909842183,1.9022012207393404,-0.08859677600315008
22.0,0.5999999999999999,0.5999999999999999,0.0,0.13296946062180082,1.6911253781255675,1.9022472583134629,-0.08859448549615312
23.0,0.5999999999999999,0.5999999999999999,0.0,0.13296858202672746,1.6911588071385502,1.9022932200745346,-0.08859219548303399
24.0,0.5999999999999999,0.5999999999999999,0.0,0.13296770282505443,1.6911922217788422,1.9023391574447126,-0.08858990596393423
25.0,0.5999999999999999,0.5999999999999999,0.0,0.13296682350235,1.6912256274755815,1.9023850767704167,-0.08858761694070816
26.0,0.5999999999999999,0.5999999999999999,0.0,0.1329659411864983,1.691258988502592,1.9024309417010798,-0.08858532841432198
27.0,0.5999999999999999,0.5999999999999999,0.0,0.13296504129156084,1.691292123464497,1.902476567616013,-0.08858304038190845
28.0,0.5999999999999999,0.5999999999999999,0.0,0.13296414128638157,1.6913252496118345,1.9025221756217618,-0.0885807528464635
29.0,0.5999999999999999,0.5999999999999999,0.0,0.13296324116533542,1.6913583669237575,1.902567765689321,-0.08857846580752438
30.0,0.5999999999999999,0.5999999999999999,0.0,0.1329623184441906,1.6913912161144227,1.902613044334599,-0.08857617925858652
31.0,0.5999999999999999,0.5999999999999999,0.0,0.13296137448322964,1.6914238127274432,1.902658029182518,-0.08857389320421849
32.0,0.5999999999999999,0.5999999999999999,0.0,0.1329604304124674,1.6914564006010981,1.9027029961983881,-0.08857160764365246
33.0,0.5999999999999999,0.5999999999999999,0.0,0.13295948623023146,1.6914889797569,1.9027479454392047,-0.08856932257280081
34.0,0.5999999999999999,0.5999999999999999,0.0,0.13295854193944345,1.6915215502334564,1.9027928769419238,-0.0885670379910376
35.0,0.5999999999999999,0.5999999999999999,0.0,0.13295759754503012,1.6915541120739397,1.9028377907681548,-0.08856475389971707
36.0,0.5999999999999999,0.5999999999999999,0.0,0.13295665304042115,1.6915866652675102,1.9028826869156867,-0.08856247029387043
37.0,0.5999999999999999,0.5999999999999999,0.0,0.13295570842745819,1.6916192098229361,1.9029275653779443,-0.08856018717685088
38.0,0.5999999999999999,0.5999999999999999,0.0,0.13295476371042603,1.691651745745963,1.9029724261973457,-0.08855790454592072
39.0,0.5999999999999999,0.5999999999999999,0.0,0.13295381888698765,1.6916842730756272,1.9030172694022802,-0.08855562240078763
40.0,0.5999999999999999,0.5999999999999999,0.0,0.13295287395765798,1.6917167918073006,1.903062094991772,-0.08855334074220689
41.0,0.5999999999999999,0.5999999999999999,0.0,0.13295192893005336,1.6917493019962795,1.9031069030432919,-0.08855105956916942
42.0,0.5999999999999999,0.5999999999999999,0.0,0.13295098379311376,1.691781803608814,1.903151693551541,-0.08854877887801171
43.0,0.5999999999999999,0.5999999999999999,0.0,0.13295003855545984,1.6918142966405942,1.9031964664890297,-0.08854649867198261
44.0,0.5999999999999999,0.5999999999999999,0.0,0.13294909321640658,1.691846781093142,1.9032412218654589,-0.08854421895252285
45.0,0.5999999999999999,0.5999999999999999,0.0,0.13294814777645358,1.6918792570099161,1.9032859597300842,-0.08854193971749036
46.0,0.5999999999999999,0.5999999999999999,0.0,0.13294720223415868,1.6919117244158526,1.9033306801225203,-0.08853966096276789
47.0,0.5999999999999999,0.5999999999999999,0.0,0.13294625658796644,1.6919441832391056,1.9033753829620648,-0.08853738269403977
48.0,0.5999999999999999,0.5999999999999999,0.0,0.13294531084625993,1.6919766335170026,1.9034200683056508,-0.08853510491119332
49.0,0.5999999999999999,0.5999999999999999,0.0,0.13294436500253637,1.6920090752792358,1.9034647361989017,-0.08853282761036974
50.0,0.5999999999999999,0.5999999999999999,0.0,0.13294341905817086,1.6920415084793035,1.9035093865850399,-0.0885305507923585
51.0,0.5999999999999999,0.5999999999999999,0.0,0.1329424730177724,1.6920739332642523,1.9035540196199967,-0.08852827445607014
52.0,0.5999999999999999,0.5999999999999999,0.0,0.1329415268743226,1.6921063493953465,1.9035986350550735,-0.08852599860658572
53.0,0.5999999999999999,0.5999999999999999,0.0,0.13294058063132197,1.6921387570105246,1.9036432330568038,-0.08852372324054392
54.0,0.5999999999999999,0.5999999999999999,0.0,0.13293963429315836,1.6921711561880235,1.908495279831225,-0.08852144835522124
55.0,0.5999999999999999,0.5999999999999999,0.0,0.13293868785022744,1.692203546759035,1.9085406651734473,-0.08851917395390929
56.0,0.5999999999999999,0.5999999999999999,0.0,0.13293774131198144,1.6922359288035407,1.9085860330491007,-0.08851690003942236
57.0,0.5999999999999999,0.5999999999999999,0.0,0.1329367946732456,1.6922683023515246,1.9086313835238045,-0.0885146266052802
58.0,0.5999999999999999,0.5999999999999999,0.0,0.13293584794172064,1.6923006674328305,1.9086767166640881,-0.08851235365382149
59.0,0.5999999999999999,0.5999999999999999,0.0,0.1329349011054759,1.6923330239252266,1.9087220322734189,-0.08851008118774062
60.0,0.5999999999999999,0.5999999999999999,0.0,0.1329339541748873,1.6923653718615583,1.90876733039112,-0.08850780920909895
61.0,0.5999999999999999,0.5999999999999999,0.0,0.1329330071464676,1.6923977113801287,1.908812611269976,-0.08850553770725222
62.0,0.5999999999999999,0.5999999999999999,0.0,0.1329320600194963,1.692430042416499,1.9088578747754714,-0.08850326668914965
63.0,0.5999999999999999,0.5999999999999999,0.0,0.1329311127915609,1.6924623648254904,1.9089031207343798,-0.08850099615661944
64.0,0.5999999999999999,0.5999999999999999,0.0,0.1329301654670656,1.6924946787797348,1.9089483493459003,-0.08849872610709064
65.0,0.5999999999999999,0.5999999999999999,0.0,0.13292921804479452,1.6925269841863966,1.908993560522275,-0.08849645654254346
66.0,0.5999999999999999,0.5999999999999999,0.0,0.13292827052271705,1.6925592811539332,1.909038754439504,-0.08849418745495741
67.0,0.5999999999999999,0.5999999999999999,0.0,0.1329273229051955,1.6925915695767388,1.9090839309164385,-0.08849191885426233
68.0,0.5999999999999999,0.5999999999999999,0.0,0.13292637518643602,1.6926238495639814,1.9091290901093219,-0.08848965073149784
69.0,0.5999999999999999,0.5999999999999999,0.0,0.13292542737463808,1.6926561209363704,1.909174231797145,-0.08848738309828852
70.0,0.5999999999999999,0.5999999999999999,0.0,0.13292447946215313,1.6926883839255165,1.90921935625927,-0.08848511594290076
71.0,0.5999999999999999,0.5999999999999999,0.0,0.1329235314509194,1.6927206382654945,1.9092644632140614,-0.08848284927416616
72.0,0.5999999999999999,0.5999999999999999,0.0,0.13292258334794615,1.6927528843094968,1.9093095530455184,-0.08848058308404805
73.0,0.5999999999999999,0.5999999999999999,0.0,0.13292163513870792,1.6927851217511964,1.9093546254101714,-0.08847831737665646
74.0,0.5999999999999999,0.5999999999999999,0.0,0.13292068683731162,1.692817350709854,1.9093996804390168,-0.08847605215499554
75.0,0.5999999999999999,0.5999999999999999,0.0,0.1329197384361005,1.6928495712179619,1.9094447181992864,-0.08847378741190126
76.0,0.5999999999999999,0.5999999999999999,0.0,0.13291878993196415,1.6928817831735579,1.9094897385561518,-0.08847152315071105
77.0,0.5999999999999999,0.5999999999999999,0.0,0.13291784133934015,1.6929139867213008,1.909534741686883,-0.08846925937346162
78.0,0.5999999999999999,0.5999999999999999,0.0,0.13291689265190687,1.692946181862171,1.9095797276101185,-0.08846699607601383
79.0,0.5999999999999999,0.5999999999999999,0.0,0.13291594385203176,1.692978368296032,1.9096246959541248,-0.08846473326443527
80.0,0.5999999999999999,0.5999999999999999,0.0,0.13291499496369408,1.6930105463998457,1.9096696472075732,-0.0884624709296804
81.0,0.5999999999999999,0.5999999999999999,0.0,0.13291404597497558,1.6930427159988446,1.9097145811348906,-0.08846020907566865
82.0,0.5999999999999999,0.5999999999999999,0.0,0.13291309688883168,1.693074877236728,1.9097594978808732,-0.08845794770369952
83.0,0.5999999999999999,0.5999999999999999,0.0,0.13291214770893278,1.6931070299418491,1.9098043972935468,-0.08845568681404625
84.0,0.5999999999999999,0.5999999999999999,0.0,0.13291119842621257,1.6931391740623605,1.9098492792714172,-0.08845342641082277
85.0,0.5999999999999999,0.5999999999999999,0.0,0.13291024905028048,1.693171309966775,1.909894144338798,-0.08845116647498297
86.0,0.5999999999999999,0.5999999999999999,0.0,0.1329092995767236,1.6932034372392193,1.9099389919118173,-0.08844890703264718
87.0,0.5999999999999999,0.5999999999999999,0.0,0.13290835000122203,1.6932355560230734,1.9099838221999417,-0.08844664806885583
88.0,0.5999999999999999,0.5999999999999999,0.0,0.13290740032551884,1.6932676663285073,1.910028635270158,-0.08844438958432455
89.0,0.5999999999999999,0.5999999999999999,0.0,0.1329064505614863,1.6932997683937066,1.9100734313339558,-0.08844213157492076
90.0,0.5999999999999999,0.5999999999999999,0.0,0.13290550068732965,1.693331861886941,1.9101182100196747,-0.08843987404812992
91.0,0.5999999999999999,0.5999999999999999,0.0,0.13290455072621876,1.6933639469395831,1.9101629715209358,-0.08843761700080877
92.0,0.5999999999999999,0.5999999999999999,0.0,0.13290360067057083,1.6933960235976366,1.9102077158266593,-0.08843536044001943
93.0,0.5999999999999999,0.5999999999999999,0.0,0.13290265050843875,1.6934280917870819,1.9102524429265764,-0.08843310435198859
94.0,0.5999999999999999,0.5999999999999999,0.0,0.13290170024890124,1.6934601514566903,1.9102971527111874,-0.08843084874959328
95.0,0.5999999999999999,0.5999999999999999,0.0,0.13290074989320488,1.6934922027489703,1.9103418453883394,-0.08842859362119371
96.0,0.5999999999999999,0.5999999999999999,0.0,0.1328997994399963,1.693524245569097,1.9103865208510398,-0.08842633897536456
97.0,0.5999999999999999,0.5999999999999999,0.0,0.13289884889730086,1.6935562801830355,1.9104311794179218,-0.08842408480254738
98.0,0.5999999999999999,0.5999999999999999,0.0,0.1328978982506741,1.6935883062389918,1.9104758206414911,-0.08842183111401614
99.0,0.5999999999999999,0.5999999999999999,0.0,0.13289694750585546,1.6936203238545686,1.9105204446675155,-0.08841957790359312
100.0,0.5999999999999999,0.5999999999999999,0.0,0.13289599666647267,1.6936523330280384,1.910565051515906,-0.0884173251746323
20.0,0.599999077842445,0.5999999999999999,9.221575548723493e-07,0.132971222202791,1.691053906834831,1.9021495665564883,-0.08859908353418033
19.0,0.5999884627371526,0.5999999999999999,1.1537262847305385e-05,0.1329723333957702,1.690972388069299,1.902044422329332,-0.08860135712446415
18.0,0.5999778503042115,0.5999999999999999,2.2149695788398205e-05,0.13297348123225783,1.6908906974501212,1.9019388062025402,-0.08860367582112683
