run_id,policy_name,strategy_name,ablation_label,avg_cash_weight,median_cash_weight,max_cash_weight_realized,pct_days_at_cash_cap,avg_00881_weight,median_00881_weight,max_00881_weight_realized,pct_days_at_00881_cap,avg_turnover,total_turnover,total_transaction_cost,num_rebalance_days,realized_annual_volatility
20260711_150104,AURORA10_ABL_FULL_AURORA10_UAMV_B,ABL_FULL_AURORA10_UAMV_B,Full AURORA10-UAMV-B,0.5565016323024807,0.6,0.6,0.8746081504702194,0.012356546238252717,0.0012440935885631372,0.14131358788871043,0.0,0.005072098435286605,1.617999400856427,0.0016179994008564272,17,0.10372989778390321
20260711_150104,AURORA10_ABL_FIXED_RISK_AVERSION,ABL_FIXED_RISK_AVERSION,Fixed risk aversion,0.4808524659341614,0.5866630787170336,0.6,0.3322884012539185,0.0340513919152805,0.01537188947623219,0.14740683444564265,0.0,0.0051424466350777995,1.6404404765898182,0.0016404404765898181,17,0.13520481323992117
20260711_150104,AURORA10_ABL_NO_ENTROPY_TERM,ABL_NO_ENTROPY_TERM,No entropy term,0.5081623061622539,0.6,0.6,0.567398119122257,0.026025052080803888,0.010307589945276223,0.14663247178997066,0.0,0.005062327669434152,1.6148825265494946,0.0016148825265494943,17,0.12152873938624222
20260711_150104,AURORA10_ABL_NO_BEARISH_TERM,ABL_NO_BEARISH_TERM,No bearish term,0.5541464815596324,0.6,0.6,0.8746081504702194,0.012825478777265125,0.0017524405872518128,0.14205576450672042,0.0,0.00506979952086677,1.6172660471564995,0.0016172660471564994,17,0.10423702609728284
20260711_150104,AURORA10_ABL_NO_CASH,ABL_NO_CASH,No cash allocation,0.0,0.0,0.0,1.0,0.06915045087643244,0.06637926514055473,0.14923440117366238,0.0,0.004168270580794569,1.3296783152734675,0.0013296783152734674,17,0.2455924320234238
20260711_150104,AURORA10_ABL_NO_TURNOVER_PENALTY,ABL_NO_TURNOVER_PENALTY,No turnover penalty,0.6,0.6,0.6,1.0,0.011129476552165977,1.7036118122851158e-19,0.08869541681997099,0.0,0.003148853629586895,1.0044843078382195,0.0010044843078382195,17,0.09755570883757196
20260711_150104,AURORA10_ABL_NO_00881_SPECIAL_CAP,ABL_NO_00881_SPECIAL_CAP,No 00881 special cap,0.5565016323024807,0.6,0.6,0.8746081504702194,0.012356546238252717,0.0012440935885631372,0.14131358788871043,0.0,0.005072098435286605,1.617999400856427,0.0016179994008564272,17,0.10372989778390321
