benchmark_family,source_strategy,source_column_or_label,canonical_strategy,common_dates,common_start,common_end,source_total_return,canonical_total_return,total_return_difference_source_minus_canonical,source_sharpe,canonical_sharpe,sharpe_difference_source_minus_canonical,source_max_drawdown,canonical_max_drawdown,max_drawdown_difference_source_minus_canonical,daily_return_correlation,mean_abs_daily_difference,max_abs_daily_difference,exactly_identical_daily_series,interpretation
00881-only passive,ROMA-B6,ROMA_B6_00881_only,Canonical 00881-only,319,2024-11-27,2026-03-25,0.7459208147811114,0.7494783804974252,-0.0035575657163138263,1.769284096900394,1.7758947073983364,-0.006610610497942426,-0.30001232850770365,-0.3000123285077043,6.661338147750939e-16,0.9999783427808528,6.269592476565978e-06,0.0019999999999999254,False,Source-aware passive series differs from canonical series; report canonical series for passive benchmark role and preserve source-specific series only for reproducibility.
00881-only passive,AURORA-B6,AURORA_B6_00881_only,Canonical 00881-only,319,2024-11-27,2026-03-25,0.7476995976392751,0.7494783804974252,-0.0017787828581501408,1.7725983012114193,1.7758947073983364,-0.003296406186917178,-0.30001232850770365,-0.3000123285077043,6.661338147750939e-16,0.9999945833924134,3.1347962383214606e-06,0.0009999999999999246,False,Source-aware passive series differs from canonical series; report canonical series for passive benchmark role and preserve source-specific series only for reproducibility.
0050-only passive,ROMA-B3,ROMA_B3_0050_only,Canonical 0050-only,319,2024-11-27,2026-03-25,0.6588989213467804,0.6622723301428548,-0.0033734087960743953,1.7394681796827516,1.7466238433456482,-0.007155663662896661,-0.27484990581143254,-0.2748499058114333,7.771561172376096e-16,0.9999743294017623,6.269592476553127e-06,0.001999999999999908,False,Source-aware passive series differs from canonical series; report canonical series for passive benchmark role and preserve source-specific series only for reproducibility.
0050-only passive,AURORA-B3,AURORA_B3_0050_only,Canonical 0050-only,319,2024-11-27,2026-03-25,0.660585625744823,0.6622723301428548,-0.0016867043980317575,1.7430564025760613,1.7466238433456482,-0.003567440769586927,-0.2748499058114323,-0.2748499058114333,9.992007221626409e-16,0.9999935794764164,3.1347962383086107e-06,0.0009999999999999072,False,Source-aware passive series differs from canonical series; report canonical series for passive benchmark role and preserve source-specific series only for reproducibility.
equal-weight four-ETF passive,ROMA-B1,ROMA_B12_ma_timing_equal_weight,Canonical equal-weight four-ETF,319,2024-11-27,2026-03-25,0.652240346224318,0.6617029231135476,-0.00946257688922958,2.3052546941105896,1.734545761535675,0.5707089325749146,-0.09430744809605573,-0.2784392710799998,0.18413182298394404,0.7178149324650918,0.003404470514512195,0.09992193286852735,False,Source-aware passive series differs from canonical series; report canonical series for passive benchmark role and preserve source-specific series only for reproducibility.
equal-weight four-ETF passive,AURORA-B1,AURORA_B12_ma_timing_equal_weight,Canonical equal-weight four-ETF,319,2024-11-27,2026-03-25,0.3015402129182203,0.6617029231135476,-0.3601627101953273,1.7319026998276943,1.734545761535675,-0.002643061707980676,-0.14797168993825083,-0.2784392710799998,0.13046758114174895,0.9999932167379574,0.00544637113040504,0.04996089482948355,False,Source-aware passive series differs from canonical series; report canonical series for passive benchmark role and preserve source-specific series only for reproducibility.
