strategy_control,avg_cash_weight,base_total_return_zero_cash,highest_cash_scenario_total_return,total_return_change_highest_minus_base,base_sharpe_zero_rf,highest_cash_scenario_sharpe_nonzero_rf,interpretation
Ex post constant-lambda AURORA,0.5564982742007926,0.2425156662256629,0.25995927235294647,0.017443606127283573,1.6999209896909573,1.6155914711692603,Cash yield raises total return for high-cash variants; using the same nonzero risk-free rate lowers excess-return Sharpe.
Ex post no-probability constant-lambda AURORA,0.5564996267553532,0.24249176254124438,0.25993507686827355,0.01744331432702917,1.6998215116502053,1.615489792915857,Cash yield raises total return for high-cash variants; using the same nonzero risk-free rate lowers excess-return Sharpe.
Original dynamic AURORA,0.5565162732224096,0.2422839849842342,0.2597249148437675,0.017440929859533272,1.6988165644377344,1.614473816149235,Cash yield raises total return for high-cash variants; using the same nonzero risk-free rate lowers excess-return Sharpe.
