feature_column,source_variable,required_lag_tw_trading_days,source_panel_path,source_panel_column,best_transform,best_lag_tw_trading_days,best_corr,best_abs_corr,best_n_obs,exact_or_near_exact_empirical_match,empirical_timestamp_violation,empirical_effective_date_used
USD_TWD_ma_ratio_60d_lag1,USD/TWD,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/USD_TWD_TWD_X.csv,Adj Close_TWD=X,pct_change_20,1,0.8422586737243392,0.8422586737243392,1202,False,False,t-1 Taiwan trading day(s)
USD_TWD_return_zscore_60d_lag1,USD/TWD,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/USD_TWD_TWD_X.csv,Adj Close_TWD=X,pct_change_1,1,0.8759276583628373,0.8759276583628373,1201,False,False,t-1 Taiwan trading day(s)
USD_TWD_rsi_14d_lag1,USD/TWD,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/USD_TWD_TWD_X.csv,Adj Close_TWD=X,pct_change_20,1,0.7546241728101113,0.7546241728101113,1242,False,False,t-1 Taiwan trading day(s)
USD_TWD_drawdown_60d_lag1,USD/TWD,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/USD_TWD_TWD_X.csv,Adj Close_TWD=X,logret_20,1,0.6773163252210611,0.6773163252210611,1202,False,False,t-1 Taiwan trading day(s)
VIX_ret_lag_1d,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_1,1,0.86103791989668,0.86103791989668,1219,False,False,t-1 Taiwan trading day(s)
VIX_ret_lag_2d,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_1,2,0.8040369211024663,0.8040369211024663,1218,False,False,t-2 Taiwan trading day(s)
VIX_ret_lag_3d,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_1,3,0.7516033091010547,0.7516033091010547,1217,False,False,t-3 Taiwan trading day(s)
VIX_ret_lag_5d,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,logret_1,5,0.6252457497381596,0.6252457497381596,1215,False,False,t-5 Taiwan trading day(s)
VIX_ret_lag_10d,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,rolling_std_5_pct,5,0.2160410362356852,0.2160410362356852,1211,False,False,t-5 Taiwan trading day(s)
VIX_ret_lag_20d,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,rolling_mean_20_pct,3,0.14046303702370788,0.14046303702370788,1198,False,False,t-3 Taiwan trading day(s)
VIX_momentum_5d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_5,1,0.9191631289387531,0.9191631289387531,1215,False,False,t-1 Taiwan trading day(s)
VIX_volatility_5d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,rolling_std_5_pct,1,0.8922309606021641,0.8922309606021641,1215,False,False,t-1 Taiwan trading day(s)
VIX_ma_ratio_5d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_5,1,0.7752603301256371,0.7752603301256371,1215,False,False,t-1 Taiwan trading day(s)
VIX_return_zscore_5d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,logret_1,1,0.6880971318995254,0.6880971318995254,1215,False,False,t-1 Taiwan trading day(s)
VIX_momentum_10d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_20,1,0.6653944255515012,0.6653944255515012,1200,False,False,t-1 Taiwan trading day(s)
VIX_volatility_10d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,rolling_std_5_pct,3,0.7613599963540919,0.7613599963540919,1211,False,False,t-3 Taiwan trading day(s)
VIX_ma_ratio_10d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_5,1,0.8831089105909409,0.8831089105909409,1211,False,False,t-1 Taiwan trading day(s)
VIX_return_zscore_10d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,logret_1,1,0.7828688162118337,0.7828688162118337,1211,False,False,t-1 Taiwan trading day(s)
VIX_momentum_20d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_20,1,0.9193633513764398,0.9193633513764398,1200,False,False,t-1 Taiwan trading day(s)
VIX_volatility_20d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,rolling_std_20_pct,1,0.9166499116548477,0.9166499116548477,1200,False,False,t-1 Taiwan trading day(s)
VIX_ma_ratio_20d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_20,1,0.7909361934423749,0.7909361934423749,1200,False,False,t-1 Taiwan trading day(s)
VIX_return_zscore_20d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,logret_1,1,0.8227939246912772,0.8227939246912772,1201,False,False,t-1 Taiwan trading day(s)
VIX_momentum_60d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,level,1,0.5977846252179797,0.5977846252179797,1161,False,False,t-1 Taiwan trading day(s)
VIX_volatility_60d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,rolling_std_20_pct,5,0.5887016955800121,0.5887016955800121,1161,False,False,t-5 Taiwan trading day(s)
VIX_ma_ratio_60d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,pct_change_20,1,0.8111073459668037,0.8111073459668037,1162,False,False,t-1 Taiwan trading day(s)
VIX_return_zscore_60d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,logret_1,1,0.8557399241270949,0.8557399241270949,1161,False,False,t-1 Taiwan trading day(s)
VIX_rsi_14d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,logret_20,1,0.708294770198012,0.708294770198012,1200,False,False,t-1 Taiwan trading day(s)
VIX_drawdown_60d_lag1,VIX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/VIX_VIX.csv,Adj Close_^VIX,logret_20,1,0.536627802493258,0.536627802493258,1162,False,False,t-1 Taiwan trading day(s)
NIKKEI225_ret_lag_1d,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_1,1,0.9104225848391737,0.9104225848391737,1186,False,False,t-1 Taiwan trading day(s)
NIKKEI225_ret_lag_2d,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_1,2,0.8429936875260948,0.8429936875260948,1185,False,False,t-2 Taiwan trading day(s)
NIKKEI225_ret_lag_3d,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_1,3,0.800102231288728,0.800102231288728,1184,False,False,t-3 Taiwan trading day(s)
NIKKEI225_ret_lag_5d,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,pct_change_1,5,0.5910929993533862,0.5910929993533862,1182,False,False,t-5 Taiwan trading day(s)
NIKKEI225_ret_lag_10d,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_20,0,0.20269585859767456,0.20269585859767456,1168,False,False,same calendar/trading date t
NIKKEI225_ret_lag_20d,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,pct_change_20,5,0.16796106010850903,0.16796106010850903,1164,False,False,t-5 Taiwan trading day(s)
NIKKEI225_momentum_5d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_5,1,0.923791747366242,0.923791747366242,1182,False,False,t-1 Taiwan trading day(s)
NIKKEI225_volatility_5d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_5_pct,1,0.9224606855097194,0.9224606855097194,1182,False,False,t-1 Taiwan trading day(s)
NIKKEI225_ma_ratio_5d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_mean_5_pct,1,0.7931558273080936,0.7931558273080936,1182,False,False,t-1 Taiwan trading day(s)
NIKKEI225_return_zscore_5d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,pct_change_1,1,0.6953302953989486,0.6953302953989486,1183,False,False,t-1 Taiwan trading day(s)
NIKKEI225_momentum_10d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,pct_change_5,5,0.6723408549676759,0.6723408549676759,1178,False,False,t-5 Taiwan trading day(s)
NIKKEI225_volatility_10d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_5_pct,3,0.8060865012839733,0.8060865012839733,1178,False,False,t-3 Taiwan trading day(s)
NIKKEI225_ma_ratio_10d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_5,1,0.8875019433284703,0.8875019433284703,1179,False,False,t-1 Taiwan trading day(s)
NIKKEI225_return_zscore_10d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,pct_change_1,1,0.7739760765118888,0.7739760765118888,1178,False,False,t-1 Taiwan trading day(s)
NIKKEI225_momentum_20d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_20,1,0.9435508335814927,0.9435508335814927,1167,False,False,t-1 Taiwan trading day(s)
NIKKEI225_volatility_20d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_20_pct,0,0.9611624579741043,0.9611624579741043,1168,False,False,same calendar/trading date t
NIKKEI225_ma_ratio_20d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_mean_20_pct,1,0.8246283361931334,0.8246283361931334,1167,False,False,t-1 Taiwan trading day(s)
NIKKEI225_return_zscore_20d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,pct_change_1,1,0.8241559036082713,0.8241559036082713,1168,False,False,t-1 Taiwan trading day(s)
NIKKEI225_momentum_60d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_20,1,0.5306298579886309,0.5306298579886309,1129,False,False,t-1 Taiwan trading day(s)
NIKKEI225_volatility_60d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_20_pct,5,0.6407560600214565,0.6407560600214565,1129,False,False,t-5 Taiwan trading day(s)
NIKKEI225_ma_ratio_60d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_20,1,0.7994441164173005,0.7994441164173005,1130,False,False,t-1 Taiwan trading day(s)
NIKKEI225_return_zscore_60d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,pct_change_1,1,0.8743544552375567,0.8743544552375567,1129,False,False,t-1 Taiwan trading day(s)
NIKKEI225_rsi_14d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_mean_20_pct,1,0.7784253088820275,0.7784253088820275,1167,False,False,t-1 Taiwan trading day(s)
NIKKEI225_drawdown_60d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,logret_20,1,0.7371494815890948,0.7371494815890948,1130,False,False,t-1 Taiwan trading day(s)
HANGSENG_ret_lag_1d,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,logret_1,1,0.9418866685566881,0.9418866685566881,1219,False,False,t-1 Taiwan trading day(s)
HANGSENG_ret_lag_2d,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,logret_1,2,0.9097005352761883,0.9097005352761883,1218,False,False,t-2 Taiwan trading day(s)
HANGSENG_ret_lag_3d,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,logret_1,3,0.8781271473766158,0.8781271473766158,1217,False,False,t-3 Taiwan trading day(s)
HANGSENG_ret_lag_5d,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,logret_1,5,0.80654923420728,0.80654923420728,1215,False,False,t-5 Taiwan trading day(s)
HANGSENG_ret_lag_10d,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_mean_20_pct,1,0.21583821770423128,0.21583821770423128,1200,False,False,t-1 Taiwan trading day(s)
HANGSENG_ret_lag_20d,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,logret_20,5,0.18705482448862223,0.18705482448862223,1196,False,False,t-5 Taiwan trading day(s)
HANGSENG_momentum_5d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,pct_change_5,1,0.9638849089583713,0.9638849089583713,1215,False,False,t-1 Taiwan trading day(s)
HANGSENG_volatility_5d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_5_pct,1,0.947404047928759,0.947404047928759,1215,False,False,t-1 Taiwan trading day(s)
HANGSENG_ma_ratio_5d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_mean_5_pct,1,0.8073673303192792,0.8073673303192792,1215,False,False,t-1 Taiwan trading day(s)
HANGSENG_return_zscore_5d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,diff_1_z,1,0.7447221412744938,0.7447221412744938,1215,False,False,t-1 Taiwan trading day(s)
HANGSENG_momentum_10d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,pct_change_5,2,0.6970750758250419,0.6970750758250419,1210,False,False,t-2 Taiwan trading day(s)
HANGSENG_volatility_10d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_20_pct,-2,0.7870203385708966,0.7870203385708966,1203,False,False,future date t+2 trading day(s)
HANGSENG_ma_ratio_10d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_mean_5_pct,1,0.9056982921378423,0.9056982921378423,1211,False,False,t-1 Taiwan trading day(s)
HANGSENG_return_zscore_10d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,diff_1,1,0.8256071644239815,0.8256071644239815,1210,False,False,t-1 Taiwan trading day(s)
HANGSENG_momentum_20d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,pct_change_20,1,0.9609381151543954,0.9609381151543954,1200,False,False,t-1 Taiwan trading day(s)
HANGSENG_volatility_20d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_20_pct,1,0.957479616835103,0.957479616835103,1200,False,False,t-1 Taiwan trading day(s)
HANGSENG_ma_ratio_20d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_mean_20_pct,1,0.843802945265795,0.843802945265795,1200,False,False,t-1 Taiwan trading day(s)
HANGSENG_return_zscore_20d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,pct_change_1,1,0.8673296824762144,0.8673296824762144,1200,False,False,t-1 Taiwan trading day(s)
HANGSENG_momentum_60d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,pct_change_20,2,0.5011608768242957,0.5011608768242957,1160,False,False,t-2 Taiwan trading day(s)
HANGSENG_volatility_60d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_20_pct,5,0.6804354865175134,0.6804354865175134,1160,False,False,t-5 Taiwan trading day(s)
HANGSENG_ma_ratio_60d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,pct_change_20,1,0.8036630623788662,0.8036630623788662,1161,False,False,t-1 Taiwan trading day(s)
HANGSENG_return_zscore_60d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,pct_change_1,1,0.9104045249550745,0.9104045249550745,1160,False,False,t-1 Taiwan trading day(s)
HANGSENG_rsi_14d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_mean_20_pct,-1,0.7643276988204037,0.7643276988204037,1202,False,False,future date t+1 trading day(s)
HANGSENG_drawdown_60d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,logret_20,1,0.6709307138118312,0.6709307138118312,1161,False,False,t-1 Taiwan trading day(s)
KOSPI_ret_lag_1d,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_1,1,0.9471403828499579,0.9471403828499579,1212,False,False,t-1 Taiwan trading day(s)
KOSPI_ret_lag_2d,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_1,2,0.9212858075366226,0.9212858075366226,1211,False,False,t-2 Taiwan trading day(s)
KOSPI_ret_lag_3d,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_1,3,0.8907244268129557,0.8907244268129557,1210,False,False,t-3 Taiwan trading day(s)
KOSPI_ret_lag_5d,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_1,5,0.8465119290865049,0.8465119290865049,1208,False,False,t-5 Taiwan trading day(s)
KOSPI_ret_lag_10d,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_mean_20_pct,0,0.23047337240305243,0.23047337240305243,1194,False,False,same calendar/trading date t
KOSPI_ret_lag_20d,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_mean_20_pct,5,0.20277298811978708,0.20277298811978708,1189,False,False,t-5 Taiwan trading day(s)
KOSPI_momentum_5d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,pct_change_5,1,0.9506523683720273,0.9506523683720273,1208,False,False,t-1 Taiwan trading day(s)
KOSPI_volatility_5d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_std_5_pct,1,0.968892038450514,0.968892038450514,1208,False,False,t-1 Taiwan trading day(s)
KOSPI_ma_ratio_5d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_mean_5_pct,1,0.7921875337155796,0.7921875337155796,1208,False,False,t-1 Taiwan trading day(s)
KOSPI_return_zscore_5d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,pct_change_1,1,0.6941549907320952,0.6941549907320952,1208,False,False,t-1 Taiwan trading day(s)
KOSPI_momentum_10d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_20,1,0.7303161062395962,0.7303161062395962,1193,False,False,t-1 Taiwan trading day(s)
KOSPI_volatility_10d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_std_20_pct,-2,0.871443652552791,0.871443652552791,1196,False,False,future date t+2 trading day(s)
KOSPI_ma_ratio_10d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_5,1,0.8900678785513768,0.8900678785513768,1204,False,False,t-1 Taiwan trading day(s)
KOSPI_return_zscore_10d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,pct_change_1,1,0.772747746290865,0.772747746290865,1203,False,False,t-1 Taiwan trading day(s)
KOSPI_momentum_20d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_mean_20_pct,1,0.969140334714514,0.969140334714514,1193,False,False,t-1 Taiwan trading day(s)
KOSPI_volatility_20d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_std_20_pct,1,0.9829235886275146,0.9829235886275146,1193,False,False,t-1 Taiwan trading day(s)
KOSPI_ma_ratio_20d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_20,1,0.8757668385528795,0.8757668385528795,1193,False,False,t-1 Taiwan trading day(s)
KOSPI_return_zscore_20d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,pct_change_1,1,0.8139944712559706,0.8139944712559706,1193,False,False,t-1 Taiwan trading day(s)
KOSPI_momentum_60d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,level,1,0.7705497276780977,0.7705497276780977,1153,False,False,t-1 Taiwan trading day(s)
KOSPI_volatility_60d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_std_20_pct,1,0.8021097407304183,0.8021097407304183,1153,False,False,t-1 Taiwan trading day(s)
KOSPI_ma_ratio_60d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_mean_20_pct,1,0.8553372585330091,0.8553372585330091,1154,False,False,t-1 Taiwan trading day(s)
KOSPI_return_zscore_60d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,pct_change_1,1,0.8768838313039603,0.8768838313039603,1153,False,False,t-1 Taiwan trading day(s)
KOSPI_rsi_14d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_20,0,0.794492912889504,0.794492912889504,1194,False,False,same calendar/trading date t
KOSPI_drawdown_60d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_20,1,0.6458221250967625,0.6458221250967625,1154,False,False,t-1 Taiwan trading day(s)
US10Y_ret_lag_1d,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,logret_1,1,0.9304621438153416,0.9304621438153416,1219,False,False,t-1 Taiwan trading day(s)
US10Y_ret_lag_2d,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,logret_1,2,0.8659888873325727,0.8659888873325727,1218,False,False,t-2 Taiwan trading day(s)
US10Y_ret_lag_3d,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,logret_1,3,0.8214327887506376,0.8214327887506376,1217,False,False,t-3 Taiwan trading day(s)
US10Y_ret_lag_5d,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,logret_1,5,0.7347672663453546,0.7347672663453546,1215,False,False,t-5 Taiwan trading day(s)
US10Y_ret_lag_10d,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,pct_change_20,1,0.24613722887788347,0.24613722887788347,1200,False,False,t-1 Taiwan trading day(s)
