date,strategy_name,optimization_status,risk_aversion,expected_class,p_bearish,p_bullish,normalized_entropy,confidence_score,ordinal_variance,risk_aversion_mode,constant_lambda,asset_universe,estimated_portfolio_mu,estimated_portfolio_vol_daily,strategy_control,policy_name,analysis_group
2024-11-28,AURORA18_REDUCED_REMOVE_0050,optimized,34.18282774028284,2.599266037682788,0.1558088339820166,0.6347393300050678,0.8426660424257005,0.1573339575742994,1.0412772846055214,dynamic,,"006208,00692,00881",0.0002051437178402,0.0162720193570156,Reduced-universe: Remove 0050,AURORA18_REDUCED_REMOVE_0050,reduced_universe_sensitivity
2024-11-28,AURORA18_REDUCED_FULL,optimized,34.18282774028284,2.599266037682788,0.1558088339820166,0.6347393300050678,0.8426660424257005,0.1573339575742994,1.0412772846055214,dynamic,,"0050,006208,00692,00881",0.0002035781287209,0.0164135033876448,Reduced-universe: Full universe,AURORA18_REDUCED_FULL,reduced_universe_sensitivity
2024-11-28,AURORA18_DYNAMIC_ORIGINAL,static_baseline,,2.599266037682788,0.1558088339820166,0.6347393300050678,0.8426660424257005,0.1573339575742994,1.0412772846055214,dynamic,,"0050,006208,00692,00881",0.0002035781287209,0.0164135033876448,Static exposure-matched cash baseline,AURORA18_STATIC_EXPOSURE_MATCHED_CASH,constant_lambda_exposure_match
2024-11-28,AURORA18_Exposure_matched_constant_lambda_AURORA_34,optimized,34.0,2.599266037682788,0.1558088339820166,0.6347393300050678,0.8426660424257005,0.1573339575742994,1.0412772846055214,constant_lambda,34.0,"0050,006208,00692,00881",0.0002036194280928,0.0164169119873793,Exposure-matched constant-lambda AURORA,AURORA18_Exposure_matched_constant_lambda_AURORA_34_0,constant_lambda_exposure_match
2024-11-28,AURORA18_REDUCED_SYNTH_TW50,optimized,34.18282774028284,2.599266037682788,0.1558088339820166,0.6347393300050678,0.8426660424257005,0.1573339575742994,1.0412772846055214,dynamic,,"TW50_SYN,00692,00881",0.0002021079634863,0.0164301390617372,Reduced-universe: Synthetic Taiwan 50 sleeve,AURORA18_REDUCED_SYNTH_TW50,reduced_universe_sensitivity
2024-11-29,AURORA18_REDUCED_REMOVE_0050,optimized,34.557136913937704,2.6124576695214543,0.1597163374192029,0.6401048065630262,0.8545124066221458,0.1454875933778542,1.0982415361588815,dynamic,,"006208,00692,00881",0.0001921972822819,0.0157745685245489,Reduced-universe: Remove 0050,AURORA18_REDUCED_REMOVE_0050,reduced_universe_sensitivity
2024-11-29,AURORA18_REDUCED_FULL,optimized,34.557136913937704,2.6124576695214543,0.1597163374192029,0.6401048065630262,0.8545124066221458,0.1454875933778542,1.0982415361588815,dynamic,,"0050,006208,00692,00881",0.0001939024798472,0.015865248050319,Reduced-universe: Full universe,AURORA18_REDUCED_FULL,reduced_universe_sensitivity
2024-11-29,AURORA18_REDUCED_SYNTH_TW50,optimized,34.557136913937704,2.6124576695214543,0.1597163374192029,0.6401048065630262,0.8545124066221458,0.1454875933778542,1.0982415361588815,dynamic,,"TW50_SYN,00692,00881",0.0001916920662568,0.0159174347078256,Reduced-universe: Synthetic Taiwan 50 sleeve,AURORA18_REDUCED_SYNTH_TW50,reduced_universe_sensitivity
2024-11-29,AURORA18_DYNAMIC_ORIGINAL,static_baseline,,2.6124576695214543,0.1597163374192029,0.6401048065630262,0.8545124066221458,0.1454875933778542,1.0982415361588815,dynamic,,"0050,006208,00692,00881",0.0001939024798472,0.015865248050319,Static exposure-matched cash baseline,AURORA18_STATIC_EXPOSURE_MATCHED_CASH,constant_lambda_exposure_match
2024-11-29,AURORA18_DYNAMIC_ORIGINAL,optimized,34.557136913937704,2.6124576695214543,0.1597163374192029,0.6401048065630262,0.8545124066221458,0.1454875933778542,1.0982415361588815,dynamic,,"0050,006208,00692,00881",0.0001939024798472,0.015865248050319,Original dynamic AURORA,AURORA18_DYNAMIC_ORIGINAL,constant_lambda_exposure_match
2024-11-29,AURORA18_Exposure_matched_constant_lambda_no_probability_AURORA_34,optimized,34.0,2.0,0.4,0.4,1.0000000000000002,-2.220446049250313e-16,2.0,constant_lambda,34.0,"0050,006208,00692,00881",0.0001928891523642,0.015876908510046,Exposure-matched constant-lambda no-probability AURORA,AURORA18_Exposure_matched_constant_lambda_no_probability_AURORA_34_0,constant_lambda_exposure_match
2024-11-29,AURORA18_Exposure_matched_constant_lambda_AURORA_34,optimized,34.0,2.6124576695214543,0.1597163374192029,0.6401048065630262,0.8545124066221458,0.1454875933778542,1.0982415361588815,constant_lambda,34.0,"0050,006208,00692,00881",0.0001940444479029,0.0158770137376419,Exposure-matched constant-lambda AURORA,AURORA18_Exposure_matched_constant_lambda_AURORA_34_0,constant_lambda_exposure_match
2024-11-29,AURORA18_REDUCED_REMOVE_006208,optimized,34.557136913937704,2.6124576695214543,0.1597163374192029,0.6401048065630262,0.8545124066221458,0.1454875933778542,1.0982415361588815,dynamic,,"0050,00692,00881",0.0001911000103481,0.0160631675680843,Reduced-universe: Remove 006208,AURORA18_REDUCED_REMOVE_006208,reduced_universe_sensitivity
2024-12-02,AURORA18_DYNAMIC_ORIGINAL,static_baseline,,2.5592626495359148,0.1619065744490108,0.6143139228674481,0.857978227856162,0.142021772143838,1.092588973198013,dynamic,,"0050,006208,00692,00881",0.000212900588065,0.0151834269637993,Static exposure-matched cash baseline,AURORA18_STATIC_EXPOSURE_MATCHED_CASH,constant_lambda_exposure_match
2024-12-02,AURORA18_DYNAMIC_ORIGINAL,optimized,34.68758718538427,2.5592626495359148,0.1619065744490108,0.6143139228674481,0.857978227856162,0.142021772143838,1.092588973198013,dynamic,,"0050,006208,00692,00881",0.000212900588065,0.0151834269637993,Original dynamic AURORA,AURORA18_DYNAMIC_ORIGINAL,constant_lambda_exposure_match
2024-12-02,AURORA18_Exposure_matched_constant_lambda_no_probability_AURORA_34,optimized,34.0,2.0,0.4,0.4,1.0000000000000002,-2.220446049250313e-16,2.0,constant_lambda,34.0,"0050,006208,00692,00881",0.0002121732314649,0.0152043365088898,Exposure-matched constant-lambda no-probability AURORA,AURORA18_Exposure_matched_constant_lambda_no_probability_AURORA_34_0,constant_lambda_exposure_match
2024-12-02,AURORA18_REDUCED_FULL,optimized,34.68758718538427,2.5592626495359148,0.1619065744490108,0.6143139228674481,0.857978227856162,0.142021772143838,1.092588973198013,dynamic,,"0050,006208,00692,00881",0.000212900588065,0.0151834269637993,Reduced-universe: Full universe,AURORA18_REDUCED_FULL,reduced_universe_sensitivity
2024-12-02,AURORA18_Exposure_matched_constant_lambda_AURORA_34,optimized,34.0,2.5592626495359148,0.1619065744490108,0.6143139228674481,0.857978227856162,0.142021772143838,1.092588973198013,constant_lambda,34.0,"0050,006208,00692,00881",0.0002131928828744,0.0152044714541186,Exposure-matched constant-lambda AURORA,AURORA18_Exposure_matched_constant_lambda_AURORA_34_0,constant_lambda_exposure_match
2024-12-02,AURORA18_REDUCED_REMOVE_0050,optimized,34.68758718538427,2.5592626495359148,0.1619065744490108,0.6143139228674481,0.857978227856162,0.142021772143838,1.092588973198013,dynamic,,"006208,00692,00881",0.0002077305767252,0.0151485681290349,Reduced-universe: Remove 0050,AURORA18_REDUCED_REMOVE_0050,reduced_universe_sensitivity
2024-12-02,AURORA18_REDUCED_REMOVE_006208,optimized,34.68758718538427,2.5592626495359148,0.1619065744490108,0.6143139228674481,0.857978227856162,0.142021772143838,1.092588973198013,dynamic,,"0050,00692,00881",0.0002150841737711,0.0153998198427668,Reduced-universe: Remove 006208,AURORA18_REDUCED_REMOVE_006208,reduced_universe_sensitivity
