date,aggregation_rule,p20_source_summary,p60_source_summary,p20_n_eligible,p60_n_eligible,p20_split,p60_split,p20_fold_id,p60_fold_id,p20_proba_class_0,p60_proba_class_0,blend_proba_class_0,p20_proba_class_1,p60_proba_class_1,blend_proba_class_1,p20_proba_class_2,p60_proba_class_2,blend_proba_class_2,p20_proba_class_3,p60_proba_class_3,blend_proba_class_3,p20_proba_class_4,p60_proba_class_4,blend_proba_class_4,blend_entropy,blend_bearish_probability,blend_lambda_dynamic
2024-12-12,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.05319557193305367,0.024577964403880888,0.03316324666263273,0.22652930478833264,0.0884732581791718,0.12989007216192008,0.39546740326855123,0.28012163615985997,0.3147253662924674,0.3029523029572416,0.4760586973551401,0.42412677903577056,0.02185541705282088,0.13076844390194725,0.09809453584720934,0.8285252503870667,0.16305331882455282,33.97419763616773
2024-12-13,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.05931349421230218,0.024989115389449104,0.03528642903630502,0.2185786706780908,0.0921811723553782,0.13010042185219198,0.40731938327022876,0.26694920281769835,0.30906025695345746,0.30220012992945594,0.49793141160256904,0.4392120271006351,0.012588321909922328,0.11794909783490537,0.08634086505741045,0.8196054404155139,0.165386850888497,33.79787302815779
2024-12-16,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.04223223186595728,0.02244794358819561,0.028383230071524112,0.24785246190403462,0.0960190607090598,0.14156908106755223,0.40324532423467385,0.30513656617362694,0.334569193591941,0.29164039806059955,0.4762496646402631,0.420866884666364,0.0150295839347347,0.10014676488885461,0.07461161060261863,0.8090230304299529,0.16995231113907633,33.62462198353035
2024-12-17,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.04650502143381014,0.027980524790261085,0.0335378737833258,0.23858928840684404,0.09592615610608256,0.13872509579631098,0.4122373431967811,0.3450033774697821,0.3651735671878818,0.2873984205412454,0.44516440963696374,0.39783461290824823,0.015269926421319186,0.08592553199691061,0.06472885032423317,0.8075126906737483,0.17226296957963677,33.63307665843644
2024-12-18,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.04423081641382595,0.024542996927597125,0.03044934277346577,0.22158945675221994,0.09529328307485462,0.1331821351780642,0.42544313677648055,0.3564739744870554,0.37716472317388294,0.30116720629045596,0.4448155712623948,0.4017210617708131,0.007569383767017737,0.07887417424809809,0.05748273710377398,0.79104505634909,0.16363147795153,33.04875596775785
2024-12-19,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.05627999043917695,0.05547408839684797,0.05571585900954666,0.2219355186378702,0.06342266932916546,0.11097652412177689,0.33880913636543786,0.38192758856953113,0.36899205290830317,0.3690378778330354,0.4533608729108754,0.42806397438752336,0.013937476724479586,0.04581478079358005,0.03625158957284991,0.780516502879759,0.16669238313132356,32.84676023462045
2024-12-20,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.0838104819805636,0.039487660862270915,0.05278450719775872,0.19142558405055082,0.103010162795143,0.12953478917176534,0.3354978620119402,0.3324703348950912,0.3333785930301459,0.37036504015395705,0.43946093340820325,0.41873216543192937,0.018901031802988362,0.08557090803929167,0.06556994516840067,0.8259969351881264,0.18231929636952404,34.296309307093644
2024-12-23,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.06722332901336904,0.039223022505017115,0.0476231144575227,0.1775349538023838,0.09594267361508786,0.12042035767127664,0.3285270267347741,0.29190948592187643,0.30289474816574574,0.40665176337331527,0.45469384239667704,0.4402812186896685,0.020062927076157904,0.1182309755613415,0.08878056101578644,0.8312384373840873,0.16804347212879933,34.14183037717817
2024-12-24,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.07365900140131394,0.04173639717529703,0.05131317844310211,0.21022410652783166,0.10801958586964591,0.13868094206710166,0.31428467425988293,0.377563376569118,0.3585797658763475,0.3819431069272593,0.4080976111889789,0.4002512599104631,0.01988911088371211,0.06458302919696014,0.051174853702985745,0.8156507030156859,0.18999412051020376,34.191149985596226
2024-12-25,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.0656431683334376,0.051990298343649335,0.056086159340585806,0.21393339321700877,0.11580298860223444,0.14524210998666673,0.3587344241687989,0.39330685619558803,0.3829351265875513,0.33987845801358524,0.3851838790922288,0.3715922527686357,0.02181055626716957,0.05371597776629941,0.04414435131656046,0.8170426952700217,0.20132826932725253,34.45263276829559
2024-12-26,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.058917798835735315,0.042587917937431455,0.047486882206922626,0.2212836451210305,0.110906748874167,0.14401981774822606,0.37849310304757483,0.4069257485387595,0.3983959548914042,0.3327962347123655,0.3896311572237784,0.37258068047035453,0.008509218283293886,0.049948427425863605,0.03751666468309269,0.7962109275985179,0.19150669995514868,33.73540718906592
2024-12-27,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.048867601165110776,0.04112018235332068,0.04344440799685771,0.2343290861080442,0.10901366126639561,0.1466082887188902,0.38417665755218733,0.40684338860497804,0.40004336928914086,0.32479154853651704,0.3919549315625233,0.37180591665472146,0.007835106638140483,0.0510678362127824,0.038098017340389825,0.7931962736062992,0.19005269671574793,33.63096077447244
2024-12-30,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.05648245018031687,0.04086343505618419,0.04554913959342399,0.247586526130265,0.11606331251471108,0.15552027659937726,0.3479326903794033,0.42800074865892657,0.4039803311750696,0.3383543215700794,0.3726840076106151,0.3623851017984544,0.00964401173993537,0.04238849615956304,0.032565150833674734,0.7926002942112627,0.20106941619280125,33.836395679137595
2024-12-31,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.053550680209033814,0.0346088959810749,0.04029143124946257,0.24408688758259958,0.09868012556201924,0.14230215416819333,0.3440469124651439,0.3704775471176505,0.3625483567218985,0.34508859514984086,0.43543757546510775,0.4083328813705277,0.013226924593381914,0.06079585587414759,0.046525176489917885,0.7972740434983794,0.1825935854176559,33.583722795812605
2025-01-02,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.055557471118974085,0.03359146591941549,0.04018126747928307,0.229811819392295,0.09645709372336138,0.13646351142404148,0.32061952123184523,0.3448044713495579,0.3375489863142441,0.3822100857952518,0.4496833242908874,0.42944135274219675,0.011801102461633722,0.07546364471677783,0.05636488204023459,0.8031613995436196,0.17664477890332456,33.61193056665698
2025-01-03,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.04757856493671443,0.026795977420748116,0.03303075367553802,0.18674133639581897,0.08682586478060068,0.11680050626516619,0.30939328523382803,0.3554042620716874,0.3416009690203296,0.44075927855398433,0.44265873492482083,0.44208889801357,0.015527534879654099,0.08831516080214293,0.06647887302539629,0.7899873009053776,0.1498312599407042,32.746307721448524
2025-01-06,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.04563917925114687,0.028024220808311927,0.03330870834116241,0.19877354248388696,0.09627431900711353,0.12702408605014556,0.32665969032046605,0.3910942917202685,0.3717639113003278,0.41644047134085604,0.40994115894359573,0.41189095266277387,0.012487116603644119,0.07466600952071013,0.05601234164559033,0.7891299201109804,0.160332794391308,32.934903890600665
2025-01-07,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.07102743192677441,0.032075741342657484,0.043761248517892565,0.20283213020730742,0.13010055892954467,0.1519200303128735,0.37753047136624057,0.45895472268611714,0.4345274472901542,0.3362734949065106,0.33798118434857394,0.33746887751595495,0.012336471593166826,0.04088779269310666,0.03232239636312471,0.7846845836179875,0.19568127883076605,33.53074016706501
2025-01-08,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.04837938174578804,0.031511549167660816,0.03657189894109898,0.20751348722027527,0.11057493056533886,0.13965649756181978,0.3915248547284555,0.42862096568669406,0.41749213239922245,0.3439937596120027,0.3857310512967636,0.37320986379133536,0.008588516693478578,0.04356150328354269,0.03306960730652345,0.7711858293421971,0.17622839650291877,32.804213663613304
2025-01-09,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.05865335207623757,0.0296743205457941,0.03836803000492714,0.18301475709107726,0.1027236417936731,0.12681097638289435,0.39802556094173064,0.39926419172750555,0.39889260249177305,0.35289598219953733,0.4079621668742559,0.39144231147184033,0.007410347691417214,0.06037567905877131,0.04448607964856508,0.7823765379458572,0.1651790063878215,32.86299357640286
2025-01-10,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.0619708778554064,0.02992772585312546,0.03954067145380974,0.17387099659476404,0.0941771576205359,0.11808530931280434,0.3903498621216893,0.37827267408607806,0.3818958304967614,0.362747787342279,0.4267362319025811,0.40753969853449046,0.011060476085861306,0.07088621053767953,0.05293849020213406,0.7884747392849963,0.15762598076661408,32.86438809745719
2025-01-13,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.06797897657999512,0.026176015537574322,0.03871690385030056,0.1693542364773469,0.084514529584379,0.10996644165226938,0.34859281618351506,0.337748763283409,0.3410019791534408,0.3974520516701617,0.46131047966460403,0.4421529512662713,0.01662191908898115,0.09025021193003374,0.06816172407771796,0.7949571233307744,0.14868334550256995,32.84759499332076
2025-01-14,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.10775776353288506,0.024028143214448024,0.04914702930997914,0.11965669106825073,0.08665492882463091,0.09655545749771687,0.3349173339849736,0.36703024004116686,0.35739636822430887,0.40672649678439887,0.4228341542784596,0.4180018570302414,0.030941714629491777,0.09945253364129464,0.07889928793775379,0.8117733734985375,0.145702486807696,33.20838407361735
2025-01-15,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.10769477722884943,0.026537340168272593,0.05088457128644565,0.1261181055990511,0.08757282025695949,0.09913640585958697,0.31021027851412447,0.3761134316425982,0.3563424857040561,0.40784613308879164,0.4056576308968308,0.40631418155441906,0.048130705569183196,0.10411877703533899,0.08732235559549224,0.8246442614040984,0.15002097714603263,33.616526078023114
2025-01-16,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.08405287392562534,0.028342625084368286,0.045055699736745405,0.16390517913828123,0.0821752272619277,0.10669421282483375,0.2754133668908958,0.34333732992582716,0.3229601410153477,0.4199418084524488,0.43515410696003265,0.4305904174077575,0.056686771592748875,0.11099071076784425,0.09469952901531563,0.8260455823456737,0.15174991256157916,33.68613780987343
2025-01-17,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.0642114822249372,0.032350343327378496,0.04190868499664611,0.17797667375649778,0.09183221614106037,0.1176755534256916,0.26195478909839465,0.34889887337754244,0.32281564809379815,0.4736170714548776,0.4275446309569755,0.4413663631063461,0.022239983465292917,0.09937393619704325,0.07623375037751816,0.8120575339485275,0.1595842384223377,33.493123117159946
2025-01-20,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.06868379876593836,0.032459372469037975,0.04332670035810809,0.18830958012520685,0.10768731084432767,0.13187399162859142,0.33690020600183024,0.4141941149996997,0.39100594230033886,0.39132479808780607,0.3845177098742577,0.38655983633832214,0.014781617019218632,0.061141491812677,0.04723352937463948,0.7965105787632324,0.17520069198669952,33.416778308814806
2025-01-21,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.05910263480297705,0.02866221945456286,0.03779434405908712,0.24844887113206032,0.09777111240661468,0.14297444002424836,0.33316971065755957,0.40827495880316683,0.38574338435948463,0.3479828586388615,0.40339508113033384,0.38677141438289214,0.011295924768541663,0.06189662820532188,0.04671641717428781,0.7952312252936841,0.18076878408333547,33.49615631400881
2025-01-22,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.056456696350520176,0.026673154846892703,0.03560821729798095,0.21479775238419355,0.09034883290495273,0.127683508748725,0.3640244472610674,0.39652575324376615,0.3867753614489566,0.3431981485702983,0.41607416530366625,0.3942113602836559,0.021522955433920583,0.07037809370072212,0.05572155222068167,0.7933259323880599,0.16329172604670594,33.09898283063561
2025-02-03,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.07668666077958912,0.025753743247139683,0.041033618506874515,0.2136927628012107,0.09852353092064611,0.1330743004848155,0.3988008731905635,0.4052814435865936,0.4033372724677846,0.3023293720495126,0.4136915494137872,0.38028289620450484,0.008490331179124119,0.05674973283183339,0.042271912336020616,0.7872651316104191,0.17410791899169,33.16378667009428
2025-02-04,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.09176139193089823,0.029472797275809336,0.04815937567233601,0.12199034186255642,0.08773733770717193,0.09801323895378727,0.29054132995852944,0.2963569327560897,0.2946122519168216,0.4512048031878132,0.45008664976275725,0.45042209579027404,0.044502133060202564,0.13634628249817177,0.108793037666781,0.8290804597361054,0.1461726146261233,33.650463785925105
2025-02-05,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.10245115374060791,0.0288423288079334,0.05092497628773575,0.1383326576933415,0.0931725368425039,0.10672057309775518,0.3215587712262899,0.3301482248628001,0.327571388771847,0.3912036520196691,0.43041073376545186,0.41864860924171704,0.046453765320091676,0.11742617572131081,0.09613445260094505,0.8361157252975905,0.1576455493854909,34.05580412014958
2025-02-06,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.11260300725095017,0.026940628085014448,0.05263934183479516,0.1394756455898157,0.093269816569214,0.10713156527539451,0.31540221024995063,0.37356915402750535,0.3561190708942389,0.4034508599432238,0.41155203697138915,0.40912168386293957,0.02906827696605973,0.09466836434687709,0.07498833813263188,0.8213274309481269,0.15977090711018968,33.728603915906966
2025-02-07,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.07239768524615642,0.03057871552917172,0.043124406444267134,0.16166096145637499,0.10304022536914498,0.12062644619531399,0.324537627234137,0.36958572755312447,0.35607129745742827,0.41655754241736237,0.41971565787739906,0.41876822323938806,0.024846183645969248,0.07707967367115977,0.06140962666360262,0.8041593039132223,0.1637508526395811,33.37899965062218
2025-02-10,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.07976855579837425,0.027629929038347684,0.04327151706635565,0.1551834417718028,0.10942071493419929,0.12314953298548033,0.3291599392167801,0.38496494217994837,0.3682234412909979,0.4147019409110734,0.3974615172081371,0.402633644319018,0.021186122301969534,0.08052289663936757,0.06272186433814815,0.8087599572704226,0.166421050051836,33.54741993279728
2025-02-11,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.06893120497194503,0.029215936569207103,0.04113051709002849,0.1838492823484302,0.10477042305605896,0.12849408084377037,0.36138844526143354,0.38047379287912414,0.374748188593817,0.3635773762974548,0.4153106810431723,0.3997906896194571,0.022253691120736403,0.07022916645243753,0.05583652385292719,0.8017440384861587,0.16962459793379886,33.43609292082994
2025-02-12,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.06733325137541525,0.030138172283115355,0.04129669601080533,0.19262115198629964,0.09787549400806228,0.1262991914015335,0.3352562545211647,0.3801833686685395,0.36670523442432706,0.3837175632849599,0.4241702137330108,0.4120344185985955,0.021071778832160642,0.06763275130727203,0.05366445956473862,0.797243123624012,0.16759588741233883,33.28299583884708
2025-02-13,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.07710385700635887,0.02580905137859014,0.04119749306692076,0.1794993773133435,0.08856710946873332,0.11584678982211638,0.2823211816515342,0.3392013462091116,0.32213729684183834,0.4305431433286221,0.45252762483102726,0.44593228038030575,0.030532440700141168,0.09389486811253768,0.07488613988881872,0.8078776839958826,0.15704428288903716,33.33782775767781
2025-02-14,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.06721508735852871,0.026545121267796158,0.03874611109501593,0.20501506753631557,0.09176488303967997,0.12573993838867067,0.2734534473718361,0.33731395510531864,0.3181558027852739,0.4280860023831673,0.4562189151924323,0.44777904134965285,0.026230395350152327,0.08815712539477288,0.06957910638138673,0.8054086517022666,0.1644860494836866,33.424937282230395
2025-02-17,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.0538451521046931,0.022587442016951984,0.03196475504327432,0.18861034220537345,0.0896228179008094,0.11931907519217862,0.30464817347903633,0.31464293010972244,0.3116445031205166,0.39877123967748723,0.4651425652971104,0.44523116761122344,0.05412509253340971,0.10800424467540576,0.09184049903280694,0.8118492793950476,0.15128383023545294,33.32190858958525
2025-02-18,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.0496298167955186,0.022880662158831153,0.030905408549837386,0.25235937346820975,0.09153883616905216,0.13978499735879943,0.31154545746821016,0.3684300659229815,0.3513646833865501,0.35418513070639374,0.44313236169959647,0.4164481924016356,0.03228022156166783,0.07401807404953875,0.06149671830317747,0.7992291829810174,0.17069040590863682,33.39453769269817
2025-02-19,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.05021515240759794,0.026291044777394842,0.03346827706645578,0.24267744004319797,0.09841237706962935,0.14169189596169998,0.3376196822062569,0.37252207505567847,0.3620513572008521,0.35105150427366305,0.42519745731026354,0.40295367139928345,0.018436221069284185,0.07757704578703362,0.0598347983717088,0.8034936927291001,0.17516017302815576,33.59054577879062
2025-02-20,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.04435187258591962,0.024890352407618034,0.03072880846110851,0.2311509654456961,0.09320453442845869,0.13458846373362993,0.379885610142658,0.3559241497924471,0.36311258789751033,0.326160093597445,0.4480550217739646,0.4114865433210087,0.018451458228281235,0.07792594159751164,0.06008359658674252,0.7947696674563286,0.16531727219473843,33.175587130302986
2025-02-21,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.040771181623138544,0.020611310130104088,0.026659271578014426,0.23112995143310722,0.09424513374348854,0.13531057905037414,0.3806973545660516,0.36716590269793903,0.3712253382583728,0.32943218485517134,0.43358041664969027,0.4023359471113346,0.01796932752253144,0.08439723677877806,0.06446886400190406,0.7941902201610752,0.16196985062838856,33.094152516594654
2025-02-24,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.053578961815909716,0.023977097572369203,0.032857656845431356,0.2207736618022696,0.08878932414897699,0.12838462544496476,0.3665729707437105,0.3360646408503012,0.34521713981832397,0.334756180318415,0.4616348909191172,0.4235712777389065,0.024318225319695262,0.08953404650923545,0.06996930015237339,0.8033187861695759,0.1612422822903961,33.30781530004732
2025-02-25,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.034921882646296615,0.03928943467378733,0.037979169065540115,0.23953549875997965,0.0331261838177824,0.09504897830044157,0.33911085870354174,0.2680513443154588,0.28936919863188365,0.2995835205625532,0.476772900019622,0.42361608618250135,0.08684823932762879,0.1827601371733494,0.1539865678196332,0.8441979602076365,0.13302814736598167,33.76551195251054
2025-02-26,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.05913460596661074,0.021825290308529303,0.03301808500595373,0.1912799348067072,0.07869394037920166,0.11246973870745333,0.31727126701314173,0.25892787080535073,0.27643088966768803,0.39571229088904164,0.4721272694623682,0.4492027758903702,0.03660190132449881,0.1684256290445501,0.1288785107285347,0.8309410953312647,0.14548782371340707,33.68328385754975
2025-02-27,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.058401298203993195,0.023007726203855487,0.0336257978038968,0.1975582794417297,0.07175895381951974,0.10949875150618274,0.26314015503242566,0.26940510050350003,0.26752561686217774,0.44726688039901136,0.47778542132950536,0.4686298590503572,0.0336333869228401,0.15804279814361943,0.12071997477738564,0.8198152207115714,0.14312454931007954,33.35787150399088
2025-03-03,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.09382689952219726,0.02345506649567644,0.04456661640363269,0.19333304158341685,0.09188094731640285,0.12231657559650706,0.27372065473564033,0.3226522697465484,0.30797278524327604,0.38438277195492915,0.43150166849039245,0.4173659995297535,0.05473663220381646,0.13051004795097976,0.10777802322683078,0.8469666365475489,0.16688319200013976,34.511829753691515
2025-03-04,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.10466557516054789,0.028063221675049897,0.051043927720699295,0.18747973601183016,0.09664623823348739,0.1238962875669902,0.2668605766792277,0.3463666396790917,0.3225148207791325,0.3618122423479556,0.39251835661744566,0.3833065223365986,0.07918186980043863,0.13640554379492542,0.11923844159657938,0.867811872735783,0.1749402152876895,35.19410112414837
2025-03-05,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.08951769792957684,0.023063520769042816,0.04299977391720303,0.194971557209352,0.08100273376222043,0.11519338079635989,0.24326050206003003,0.3192333303996635,0.2964414818977735,0.4062817698573341,0.4232288786247908,0.41814474599455376,0.06596847294370706,0.1534715364442825,0.12722061739410986,0.8522199709948641,0.15819315471356293,34.46936236914286
2025-03-06,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.07531996495466121,0.0208743135832978,0.03720800899470683,0.20837776593799195,0.07369853949865234,0.11410230743045423,0.24568592926823546,0.30331021016593446,0.28602292589662476,0.400494929236626,0.4447206683027163,0.4314529465828892,0.07012141060248542,0.15739626844939922,0.1312138110953251,0.8433448915418302,0.15131031642516107,34.109828617048976
2025-03-07,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.09394147169975105,0.028369104349686026,0.04804081455470553,0.20309112786435596,0.0765632951505588,0.11452164496469794,0.25137858118559575,0.3070712058091503,0.2903634184220839,0.3778931681212022,0.429858310603188,0.41426876785859224,0.0736956511290951,0.15813808408741686,0.13280535419992034,0.8613330701518215,0.16256245951940346,34.78457594418361
2025-03-10,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.10174605903368306,0.02706042620732281,0.04946611605523088,0.19631989261198918,0.08367783742795344,0.11747045398316416,0.23237994701544618,0.3054074428167602,0.283499194076366,0.3797614571391591,0.4207203416461723,0.4084326762940683,0.08979264419972253,0.1631339519017913,0.14113155959117066,0.8696947097365904,0.16693657003839504,35.08109914418266
2025-03-11,latest,test:WF1,test:WF1,3,3,test,test,WF1,WF1,0.12397608883226124,0.028182939315364024,0.056920884170433186,0.20317558472031785,0.0859579145729171,0.12112321561713732,0.22331258860231668,0.280695960959688,0.26348094925247656,0.36129801168293235,0.44374611422623284,0.41901168346324263,0.08823772616217188,0.16141707092579805,0.1394632674967102,0.8757502006546932,0.17804409978757052,35.45463701211874
2025-03-12,latest,test:WF1,test:WF1,2,2,test,test,WF1,WF1,0.10941804962066431,0.028583893736673055,0.052834140501870436,0.22724402558842596,0.08125449189972278,0.12505135200633374,0.1906196514150059,0.20922020510489722,0.20364003899792982,0.3705728869982782,0.49086975754173606,0.4547806963786987,0.10214538637762548,0.19007165171697096,0.1636937721151673,0.8661462250782704,0.17788549250820418,35.21136547712085
2025-03-13,latest,test:WF1,test:WF1,2,2,test,test,WF1,WF1,0.12602914948048902,0.03211427742216938,0.060288739039665265,0.21756528804687564,0.09978686787820462,0.13512039392880593,0.1752275493411265,0.32768117355523335,0.2819450862910013,0.3710464896777726,0.41489939937940806,0.4017435264689174,0.11013152345373628,0.12551828176498456,0.12090225427161008,0.8813904472367435,0.19540913296847118,35.94294384028801
